cars,price,brand,model,year,condition,transmission,fuel_type,kilometers_run
https://bikroy.com/en/ad/toyota-crown-rs-sunroof-2022-for-sale-dhaka,"Tk 10,800,000",Toyota,Crown,2022,Reconditioned,Automatic,"Petrol, Hybrid, Octane","38,471 km"
https://bikroy.com/en/ad/toyota-corolla-wxb-ready-stock-2020-for-sale-dhaka-3,"Tk 3,100,000",Toyota,Corolla,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","68,745 km"
https://bikroy.com/en/ad/toyota-corolla-hybrid-g-x-2020-for-sale-dhaka-11,"Tk 2,500,000",Toyota,Corolla,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","75,845 km"
https://bikroy.com/en/ad/toyota-corolla-gx-silver-2020-for-sale-khulna,"Tk 3,050,000",Toyota,Corolla,2020,Reconditioned,Automatic,Hybrid,"45,682 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-pearl-2021-for-sale-khulna-7,"Tk 4,190,000",Toyota,Corolla Cross,2021,Reconditioned,Automatic,"Petrol, Hybrid, Octane","91,000 km"
https://bikroy.com/en/ad/toyota-esquire-gi-non-hybrid-black-2020-for-sale-khulna,"Tk 4,550,000",Toyota,Esquire,2020,Reconditioned,Automatic,"Petrol, Octane","51,000 km"
https://bikroy.com/en/ad/toyota-noah-g-hybrid-silver-2020-for-sale-khulna,"Tk 3,320,000",Toyota,Noah,2020,Reconditioned,Automatic,Hybrid,"77,300 km"
https://bikroy.com/en/ad/toyota-premio-f-ex-red-wine-2021-for-sale-khulna-14,"Tk 4,790,000",Toyota,Premio,2021,Reconditioned,Automatic,Petrol,"14,425 km"
https://bikroy.com/en/ad/toyota-fielder-g-hybrid-blue-2019-for-sale-khulna,"Tk 2,350,000",Toyota,Fielder,2019,Reconditioned,Automatic,Hybrid,"130,000 km"
https://bikroy.com/en/ad/toyota-hiace-dx-2020-for-sale-khulna-2,"Tk 3,150,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","164,235 km"
https://bikroy.com/en/ad/toyota-premio-fl-grade-5-2019-for-sale-khulna,"Tk 4,130,000",Toyota,Premio,2019,Reconditioned,Automatic,"Petrol, Hybrid, Octane","25,300 km"
https://bikroy.com/en/ad/toyota-allion-g-plus-2019-for-sale-khulna-127,"Tk 4,100,000",Toyota,Allion,2019,Reconditioned,Automatic,"Petrol, Octane","42,100 km"
https://bikroy.com/en/ad/toyota-harrier-z-pkg-pearl-5-22000-2023-for-sale-chattogram-1,"Tk 9,420,000",Toyota,Harrier,2023,Reconditioned,Automatic,Hybrid,"22,000 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-pearl-45-88000-km-2021-for-sale-chattogram-1,"Tk 4,200,000",Toyota,Corolla Cross,2021,Reconditioned,Automatic,Hybrid,"88,000 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-45-grade-2022-for-sale-khulna-7,"Tk 4,600,000",Toyota,Corolla Cross,2022,Reconditioned,Automatic,"Petrol, Hybrid, Octane","29,000 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-key-start-2020-for-sale-dhaka-13,"Tk 3,920,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","85,000 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-45-grade-2020-for-sale-dhaka,"Tk 4,600,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","8,000 km"
https://bikroy.com/en/ad/toyota-axio-ex-hybrid-40-point-2020-for-sale-dhaka-3,"Tk 2,400,000",Toyota,Axio,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","82,000 km"
https://bikroy.com/en/ad/toyota-esquire-xi-non-hybrid-8-seat-2020-for-sale-dhaka,"Tk 4,120,000",Toyota,Esquire,2020,Reconditioned,Automatic,"Petrol, Octane","58,000 km"
https://bikroy.com/en/ad/toyota-esquire-gi-premium-body-kit-2020-for-sale-dhaka-1,"Tk 4,430,000",Toyota,Esquire,2020,Reconditioned,Automatic,Hybrid,"34,000 km"
https://bikroy.com/en/ad/toyota-esquire-gi-premium-2021-for-sale-dhaka-54,"Tk 4,300,000",Toyota,Esquire,2021,Reconditioned,Automatic,Hybrid,"131,000 km"
https://bikroy.com/en/ad/toyota-premio-f-key-start-2020-for-sale-dhaka-9,"Tk 3,750,000",Toyota,Premio,2020,Reconditioned,Automatic,"Petrol, Octane","131,000 km"
https://bikroy.com/en/ad/toyota-premio-push-state-2010-for-sale-chattogram,"Tk 2,030,000",Toyota,Premio,2010,Used,Automatic,"CNG, Octane","69,000 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-2008-for-sale-chattogram-9,"Tk 1,900,000",Toyota,Hiace,2008,Used,Automatic,"CNG, Octane","89,000 km"
https://bikroy.com/en/ad/toyota-hiace-pull-sellingchabi-2017-for-sale-chattogram,"Tk 3,250,000",Toyota,Hiace,2017,Used,Automatic,"CNG, Octane","69,000 km"
https://bikroy.com/en/ad/toyota-axio-x-2013-for-sale-chattogram-87,"Tk 1,670,000",Toyota,Axio,2013,Used,Automatic,Octane,"65,000 km"
https://bikroy.com/en/ad/toyota-fielder-g-2012-for-sale-chattogram-9,"Tk 1,820,000",Toyota,Fielder,2012,Used,Automatic,"CNG, Octane","59,000 km"
https://bikroy.com/en/ad/honda-vezel-non-hybrid-2014-for-sale-chattogram-20,"Tk 1,850,000",Honda,Vezel,2014,Used,Automatic,"CNG, Octane","59,000 km"
https://bikroy.com/en/ad/toyota-axio-blue-2009-for-sale-chattogram-1,"Tk 1,350,000",Toyota,Axio,2009,Used,Automatic,"CNG, Octane","87,000 km"
https://bikroy.com/en/ad/toyota-ist-black-2003-for-sale-chattogram-6,"Tk 830,000",Toyota,ist,2003,Used,Automatic,"CNG, Octane","89,000 km"
https://bikroy.com/en/ad/toyota-corolla-x-2004-for-sale-chattogram-697,"Tk 1,150,000",Toyota,Corolla,2004,Used,Automatic,"CNG, Octane","87,000 km"
https://bikroy.com/en/ad/toyota-allion-a15-2006-for-sale-chattogram-19,"Tk 1,430,000",Toyota,Allion,2006,Used,Automatic,"CNG, Octane","89,000 km"
https://bikroy.com/en/ad/toyota-allion-a15-g-2005-for-sale-chattogram,"Tk 1,530,000",Toyota,Allion,2005,Used,Automatic,"CNG, Octane","82,000 km"
https://bikroy.com/en/ad/toyota-hiace-gl-dual-ac-2021-for-sale-dhaka-1,"Tk 3,400,000",Toyota,Hiace,2021,Reconditioned,Automatic,"Petrol, Octane","70,946 km"
https://bikroy.com/en/ad/toyota-camry-ws-2020-for-sale-dhaka-2,"Tk 5,950,000",Toyota,Camry,2020,Reconditioned,Automatic,Hybrid,"2,500 km"
https://bikroy.com/en/ad/toyota-hiace-dx-gl-2022-for-sale-khulna,"Tk 3,460,000",Toyota,Hiace,2022,Reconditioned,Automatic,"Petrol, Octane","72,966 km"
https://bikroy.com/en/ad/toyota-noah-x-smart-2020-for-sale-khulna-4,"Tk 2,950,000",Toyota,Noah,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","84,610 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-pkg-2022-for-sale-dhaka-37,"Tk 4,880,000",Toyota,Corolla Cross,2022,Reconditioned,Automatic,Hybrid,"27,062 km"
https://bikroy.com/en/ad/toyota-esquire-gi-premium-pkg-2020-for-sale-dhaka-4,"Tk 3,850,000",Toyota,Esquire,2020,Reconditioned,Automatic,Hybrid,"69,370 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-panaromic-2022-for-sale-chattogram-division,"Tk 4,900,000",Toyota,Corolla Cross,2022,Reconditioned,Automatic,Hybrid,"27,000 km"
https://bikroy.com/en/ad/toyota-axio-ex-push-start-hybrid-2020-for-sale-dhaka-3,"Tk 2,300,000",Toyota,Axio,2020,Reconditioned,Automatic,Hybrid,"114,986 km"
https://bikroy.com/en/ad/toyota-axio-5-seater-2015-for-sale-dhaka-5,"Tk 1,950,000",Toyota,Axio,2015,Used,Automatic,Octane,"46,000 km"
https://bikroy.com/en/ad/honda-insight-5-seater-2019-for-sale-dhaka-2,"Tk 3,500,000",Honda,Insight,2019,Used,Automatic,"Hybrid, Octane","69,000 km"
https://bikroy.com/en/ad/toyota-fielder-ex-hybrid-2020-for-sale-khulna-28,"Tk 2,320,000",Toyota,Fielder,2020,Reconditioned,Automatic,Hybrid,"47,022 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-45-grade-2022-for-sale-khulna-6,"Tk 4,830,000",Toyota,Corolla Cross,2022,Reconditioned,Automatic,"Petrol, Hybrid, Octane","9,500 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-black-45-28k-km-2022-for-sale-chattogram,"Tk 4,650,000",Toyota,Corolla Cross,2022,Reconditioned,Automatic,Hybrid,"28,000 km"
https://bikroy.com/en/ad/toyota-noah-s-g-hybrid-2022-for-sale-dhaka,"Tk 4,475,000",Toyota,Noah,2022,Reconditioned,Automatic,Hybrid,"97,000 km"
https://bikroy.com/en/ad/toyota-voxy-v-package-2020-for-sale-dhaka,"Tk 3,000,000",Toyota,Voxy,2020,Reconditioned,Automatic,Hybrid,"56,000 km"
https://bikroy.com/en/ad/nissan-x-trail-hybrid-2016-for-sale-dhaka-354,"Tk 2,145,000",Nissan,X-Trail,2016,Used,Automatic,"Hybrid, Octane","52,000 km"
https://bikroy.com/en/ad/toyota-harrier-z-leather-2021-for-sale-khulna-24,"Tk 8,300,000",Toyota,Harrier,2021,Reconditioned,Automatic,"Petrol, Octane","76,000 km"
https://bikroy.com/en/ad/toyota-aqua-s-push-start-2020-for-sale-dhaka-11,"Tk 2,000,000",Toyota,Aqua,2020,Reconditioned,Automatic,Hybrid,"78,240 km"
https://bikroy.com/en/ad/toyota-premio-fex-2019-for-sale-khulna-66,"Tk 4,150,000",Toyota,Premio,2019,Reconditioned,Automatic,"Petrol, Octane","61,000 km"
https://bikroy.com/en/ad/toyota-esquire-gi-premium-2020-for-sale-khulna-106,"Tk 3,800,000",Toyota,Esquire,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","86,000 km"
https://bikroy.com/en/ad/toyota-esquire-gi-premium-45p-2021-for-sale-khulna-3,"Tk 4,250,000",Toyota,Esquire,2021,Reconditioned,Automatic,"Petrol, Hybrid, Octane","52,000 km"
https://bikroy.com/en/ad/toyota-noah-x-smart-4p-2020-for-sale-khulna,"Tk 3,230,000",Toyota,Noah,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","70,713 km"
https://bikroy.com/en/ad/toyota-premio-fex-mica-blue-2021-for-sale-khulna-8,"Tk 4,900,000",Toyota,Premio,2021,Reconditioned,Automatic,"Petrol, Octane","44,597 km"
https://bikroy.com/en/ad/toyota-hiace-dx-gl-2020-for-sale-khulna-4,"Tk 3,420,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","99,111 km"
https://bikroy.com/en/ad/dfsk-glory-i-auto-7-seats-sunroof-2022-for-sale-dhaka-2,"Tk 2,595,000",DFSK,Glory I-Auto,2022,Used,Automatic,Octane,"21,900 km"
https://bikroy.com/en/ad/toyota-esquire-gi-package-hybrid-2020-for-sale-dhaka-8,"Tk 3,730,000",Toyota,Esquire,2020,Reconditioned,Automatic,Hybrid,"64,789 km"
https://bikroy.com/en/ad/toyota-esquire-gi-package-hybrid-2020-for-sale-dhaka-9,"Tk 4,060,000",Toyota,Esquire,2020,Reconditioned,Automatic,Hybrid,"76,859 km"
https://bikroy.com/en/ad/toyota-axio-ex-push-grade-35-2020-for-sale-khulna,"Tk 2,200,000",Toyota,Axio,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","200,000 km"
https://bikroy.com/en/ad/toyota-axio-ex-package-hybrid-2019-for-sale-dhaka,"Tk 2,780,000",Toyota,Axio,2019,Reconditioned,Automatic,"Petrol, Hybrid, Octane","41,000 km"
https://bikroy.com/en/ad/toyota-sienta-g-2020-for-sale-dhaka-30,"Tk 2,480,000",Toyota,Sienta,2020,Reconditioned,Automatic,Hybrid,"64,533 km"
https://bikroy.com/en/ad/toyota-noah-si-wxb-ciling-tv-2020-for-sale-khulna,"Tk 3,520,000",Toyota,Noah,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","82,000 km"
https://bikroy.com/en/ad/toyota-noah-hybridg-2-dor-pwr-2020-for-sale-khulna,"Tk 3,320,000",Toyota,Noah,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","23,233 km"
https://bikroy.com/en/ad/toyota-hiace-gl-orgenal-dual-ac-2020-for-sale-khulna-1,"Tk 3,550,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","88,465 km"
https://bikroy.com/en/ad/toyota-c-hr-g-led-body-kit-p-45-2020-for-sale-khulna,"Tk 3,750,000",Toyota,C-HR,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","69,103 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-dark-prime2-2020-for-sale-dhaka-7,"Tk 4,370,000",Toyota,Hiace,2020,New,Automatic,"Petrol, Octane","79,400 km"
https://bikroy.com/en/ad/toyota-fielder-hybrid-2020-for-sale-dhaka-14,"Tk 2,240,000",Toyota,Fielder,2020,Reconditioned,Automatic,"Hybrid, Octane","80,000 km"
https://bikroy.com/en/ad/toyota-fielder-hybrid-ex-black-2020-for-sale-khulna-3,"Tk 2,550,000",Toyota,Fielder,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","33,000 km"
https://bikroy.com/en/ad/toyota-corolla-wxb-blackish-purple-2021-for-sale-dhaka,"Tk 3,270,000",Toyota,Corolla,2021,Reconditioned,Automatic,"Petrol, Hybrid, Octane","40,000 km"
https://bikroy.com/en/ad/toyota-noah-si-wxb-mica-blue-2020-for-sale-dhaka-12,"Tk 3,800,000",Toyota,Noah,2020,New,Automatic,"Petrol, Hybrid, Octane","45,000 km"
https://bikroy.com/en/ad/toyota-corolla-wxb-hybrid-peral-2021-for-sale-dhaka,"Tk 3,250,000",Toyota,Corolla,2021,Reconditioned,Automatic,"Petrol, Hybrid, Octane","10,000 km"
https://bikroy.com/en/ad/mazda-mx-5-s-special-roadster-2019-for-sale-dhaka,"Tk 4,290,000",Mazda,MX-5,2019,Reconditioned,Automatic,Octane,"23,169 km"
https://bikroy.com/en/ad/toyota-prius-s-toiring-selection-2020-for-sale-dhaka,"Tk 3,400,000",Toyota,Prius,2020,Reconditioned,Automatic,"Petrol, Hybrid, LPG","84,000 km"
https://bikroy.com/en/ad/toyota-yaris-x-package-hybrid-2020-for-sale-dhaka,"Tk 2,050,000",Toyota,Yaris,2020,Reconditioned,Automatic,Hybrid,"135,000 km"
https://bikroy.com/en/ad/toyota-axio-ex-non-hv-white-2020-for-sale-khulna-1,"Tk 2,950,000",Toyota,Axio,2020,Reconditioned,Automatic,"Petrol, Octane","42,500 km"
https://bikroy.com/en/ad/toyota-esquire-hybrid-gi-premium-2021-for-sale-dhaka-3,"Tk 3,950,000",Toyota,Esquire,2021,Reconditioned,Automatic,"Petrol, Hybrid, Octane","60,000 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-panaromic-2021-for-sale-dhaka-9,"Tk 4,500,000",Toyota,Corolla Cross,2021,New,Automatic,"Petrol, Hybrid, Octane","85,600 km"
https://bikroy.com/en/ad/toyota-yaris-g-pkg-bronze-2020-for-sale-dhaka,"Tk 2,280,000",Toyota,Yaris,2020,Reconditioned,Automatic,"Hybrid, Octane","40,555 km"
https://bikroy.com/en/ad/toyota-allion-a15-package-push-2020-for-sale-dhaka,"Tk 3,880,000",Toyota,Allion,2020,Reconditioned,Automatic,Octane,"95,734 km"
https://bikroy.com/en/ad/toyota-prius-hybrid-s-2020-for-sale-dhaka-50,"Tk 2,800,000",Toyota,Prius,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","75,471 km"
https://bikroy.com/en/ad/toyota-axio-non-hybrid-ex-2020-for-sale-dhaka-22,"Tk 2,450,000",Toyota,Axio,2020,Reconditioned,Automatic,"Petrol, Octane, Other fuel type","55,000 km"
https://bikroy.com/en/ad/toyota-axio-ex-silver-4-59000-km-2020-for-sale-chattogram,"Tk 2,690,000",Toyota,Axio,2020,Reconditioned,Automatic,Hybrid,"59,000 km"
https://bikroy.com/en/ad/toyota-voxy-non-hybrid-x-2020-for-sale-dhaka-8,"Tk 3,200,000",Toyota,Voxy,2020,Reconditioned,Automatic,"Petrol, Octane, Other fuel type",70 km
https://bikroy.com/en/ad/toyota-hiace-super-gl-dark-prime2-2023-for-sale-dhaka,"Tk 4,750,000",Toyota,Hiace,2023,Reconditioned,Automatic,"Petrol, Octane","91,000 km"
https://bikroy.com/en/ad/toyota-noah-si-wxb-ii-2020-for-sale-dhaka-8,"Tk 3,600,000",Toyota,Noah,2020,Reconditioned,Automatic,Hybrid,"130,000 km"
https://bikroy.com/en/ad/toyota-hiace-gl-dual-ac-2020-for-sale-dhaka-79,"Tk 3,300,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","88,360 km"
https://bikroy.com/en/ad/toyota-corolla-x-2006-for-sale-chattogram-405,"Tk 1,330,000",Toyota,Corolla,2006,Used,Automatic,"CNG, Octane","97,000 km"
https://bikroy.com/en/ad/toyota-noah-hybrid-2020-for-sale-dhaka-63,"Tk 3,070,000",Toyota,Noah,2020,Reconditioned,Automatic,Hybrid,"80,265 km"
https://bikroy.com/en/ad/toyota-axio-non-hybrid-ex-push-2020-for-sale-dhaka-27,"Tk 2,790,000",Toyota,Axio,2020,Reconditioned,Automatic,"Petrol, Octane","93,572 km"
https://bikroy.com/en/ad/toyota-noah-non-hybrid-2020-for-sale-dhaka-37,"Tk 3,550,000",Toyota,Noah,2020,Reconditioned,Automatic,"Petrol, Octane","77,308 km"
https://bikroy.com/en/ad/toyota-esquire-gi-premium-ready-2019-for-sale-dhaka-28,"Tk 3,420,000",Toyota,Esquire,2019,Reconditioned,Automatic,Hybrid,"33,189 km"
https://bikroy.com/en/ad/toyota-axio-ex-pkg-hybrid-2020-for-sale-dhaka-1,"Tk 2,600,000",Toyota,Axio,2020,Reconditioned,Automatic,Hybrid,"72,000 km"
https://bikroy.com/en/ad/dfsk-glory-i-auto-2022-for-sale-dhaka-9,"Tk 2,575,000",DFSK,Glory I-Auto,2022,Used,Automatic,Octane,"22,150 km"
https://bikroy.com/en/ad/toyota-axio-ex-hybrid-2020-for-sale-khulna-39,"Tk 2,400,000",Toyota,Axio,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","93,553 km"
https://bikroy.com/en/ad/toyota-prius-s-touring-45p-2019-for-sale-khulna-1,"Tk 3,200,000",Toyota,Prius,2019,Reconditioned,Automatic,"Petrol, Hybrid, Octane","72,046 km"
https://bikroy.com/en/ad/toyota-prius-a-touring-selection-2020-for-sale-khulna-29,"Tk 3,200,000",Toyota,Prius,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","84,369 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-2door-power-2021-for-sale-khulna-4,"Tk 4,530,000",Toyota,Hiace,2021,Reconditioned,Automatic,"Petrol, Octane","22,978 km"
https://bikroy.com/en/ad/toyota-axio-ex-hybrid-2020-for-sale-khulna-38,"Tk 2,340,000",Toyota,Axio,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","97,810 km"
https://bikroy.com/en/ad/toyota-axio-ex-2020-for-sale-dhaka-163,"Tk 2,290,000",Toyota,Axio,2020,Reconditioned,Automatic,"Hybrid, Octane","93,000 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-dark-prime-2020-for-sale-dhaka-109,"Tk 4,260,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","43,125 km"
https://bikroy.com/en/ad/toyota-hiace-dx-package-2020-for-sale-dhaka-11,"Tk 2,980,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","100,874 km"
https://bikroy.com/en/ad/toyota-noah-s-z-pkg-hy-gp-4-2023-for-sale-khulna,"Tk 4,850,000",Toyota,Noah,2023,Reconditioned,Automatic,"Petrol, Hybrid, Octane","15,427 km"
https://bikroy.com/en/ad/toyota-esquire-gi-hybrid-push-ce-tv-2020-for-sale-khulna-1,"Tk 3,660,000",Toyota,Esquire,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","40,063 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-dark-prime-2020-for-sale-dhaka-92,"Tk 4,280,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","70,869 km"
https://bikroy.com/en/ad/toyota-noah-g-package-hybrid-2022-for-sale-dhaka,"Tk 4,370,000",Toyota,Noah,2022,Reconditioned,Automatic,Hybrid,"19,860 km"
https://bikroy.com/en/ad/toyota-corolla-cross-hybrid-showroom-2024-for-sale-dhaka,"Tk 5,300,000",Toyota,Corolla Cross,2024,Reconditioned,Automatic,"Petrol, Hybrid, Octane","1,150 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-5-point-2022-for-sale-khulna-14,"Tk 4,780,000",Toyota,Corolla Cross,2022,Reconditioned,Automatic,"Petrol, Hybrid, Octane","18,888 km"
https://bikroy.com/en/ad/toyota-esquire-gi-premium-non-hybri-2020-for-sale-khulna,"Tk 4,150,000",Toyota,Esquire,2020,Reconditioned,Automatic,"Petrol, Octane","99,854 km"
https://bikroy.com/en/ad/toyota-voxy-hybrid-x-2020-for-sale-dhaka-66,"Tk 2,800,000",Toyota,Voxy,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane, Other fuel type","65,000 km"
https://bikroy.com/en/ad/honda-insight-ex-push-start-hybrid-2019-for-sale-dhaka-1,"Tk 3,700,000",Honda,Insight,2019,Reconditioned,Automatic,Hybrid,"63,711 km"
https://bikroy.com/en/ad/toyota-aqua-hybrid-l-2020-for-sale-dhaka-3,"Tk 1,730,000",Toyota,Aqua,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","58,734 km"
https://bikroy.com/en/ad/toyota-fielder-ex-hybrid-2020-for-sale-khulna-19,"Tk 2,220,000",Toyota,Fielder,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","90,200 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-45-grade-2022-for-sale-khulna-5,"Tk 4,800,000",Toyota,Corolla Cross,2022,Reconditioned,Automatic,"Petrol, Hybrid, Octane","21,000 km"
https://bikroy.com/en/ad/toyota-noah-hybrid-x-2020-for-sale-dhaka-67,"Tk 2,900,000",Toyota,Noah,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","75,840 km"
https://bikroy.com/en/ad/mitsubishi-x-pander-with-7-seater-2020-for-sale-dhaka-2,"Tk 3,100,000",Mitsubishi,X-Pander,2020,Used,Automatic,Octane,"60,000 km"
https://bikroy.com/en/ad/toyota-prius-s-touring-hybrid-2020-for-sale-khulna-3,"Tk 3,450,000",Toyota,Prius,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","54,500 km"
https://bikroy.com/en/ad/toyota-axio-ex-non-hybrid-push-2020-for-sale-dhaka-11,"Tk 2,780,000",Toyota,Axio,2020,Reconditioned,Automatic,"Petrol, Octane","80,472 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-dark-prime-2020-for-sale-khulna-42,"Tk 4,370,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","97,310 km"
https://bikroy.com/en/ad/toyota-esquire-gi-hybrid-2020-for-sale-khulna-41,"Tk 3,400,000",Toyota,Esquire,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","63,124 km"
https://bikroy.com/en/ad/honda-cr-v-vtec-turbo-sunroof-2022-for-sale-dhaka,"Tk 5,800,000",Honda,CR-V,2022,Used,Automatic,"Petrol, Octane","22,000 km"
https://bikroy.com/en/ad/toyota-noah-hybrid-2-door-pw-2021-for-sale-dhaka,"Tk 3,400,000",Toyota,Noah,2021,Reconditioned,Automatic,"Petrol, Hybrid, Octane","73,000 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-dark-prime-2020-for-sale-chattogram-17,"Tk 440,000",Toyota,Hiace,2020,Reconditioned,Automatic,Octane,"88,000 km"
https://bikroy.com/en/ad/toyota-voxy-hybrid-s-z-pkg-ready-2022-for-sale-dhaka,"Tk 5,700,000",Toyota,Voxy,2022,Reconditioned,Automatic,"Petrol, Hybrid, Octane","12,013 km"
https://bikroy.com/en/ad/toyota-aqua-s-package-2019-for-sale-dhaka-2,"Tk 1,820,000",Toyota,Aqua,2019,Reconditioned,Automatic,"Petrol, Hybrid, Octane","97,000 km"
https://bikroy.com/en/ad/toyota-axio-ex-non-hybrid-2020-for-sale-dhaka-91,"Tk 2,720,000",Toyota,Axio,2020,Reconditioned,Automatic,Petrol,"181,000 km"
https://bikroy.com/en/ad/toyota-prius-a-premium-touring-2020-for-sale-dhaka-7,"Tk 3,130,000",Toyota,Prius,2020,Reconditioned,Automatic,"Hybrid, Octane","110,000 km"
https://bikroy.com/en/ad/toyota-premio-fl-2020-for-sale-dhaka-39,"Tk 4,320,000",Toyota,Premio,2020,Reconditioned,Automatic,"Petrol, Octane","30,964 km"
https://bikroy.com/en/ad/toyota-axio-x-2008-for-sale-dhaka-3574,"Tk 1,330,000",Toyota,Axio,2008,Used,Automatic,"CNG, Octane","89,856 km"
https://bikroy.com/en/ad/toyota-fielder-ex-push-start-hv-2020-for-sale-dhaka,"Tk 2,400,000",Toyota,Fielder,2020,Reconditioned,Automatic,Hybrid,"88,225 km"
https://bikroy.com/en/ad/honda-insight-ex-ready-stock-2020-for-sale-dhaka-4,"Tk 4,080,000",Honda,Insight,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","61,948 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-dark-prime-2021-for-sale-dhaka-26,"Tk 4,400,000",Toyota,Hiace,2021,Reconditioned,Automatic,Octane,"54,000 km"
https://bikroy.com/en/ad/toyota-prado-with-7-seater-2014-for-sale-dhaka-2,"Tk 8,200,000",Toyota,Prado,2014,Used,Automatic,Octane,"48,080 km"
https://bikroy.com/en/ad/toyota-noah-x-smart-non-hybrid-2020-for-sale-khulna-5,"Tk 3,750,000",Toyota,Noah,2020,Reconditioned,Automatic,"Petrol, Octane","41,123 km"
https://bikroy.com/en/ad/toyota-axio-ex-hybrid-2021-for-sale-khulna,"Tk 2,540,000",Toyota,Axio,2021,Reconditioned,Automatic,"Petrol, Hybrid, Octane","93,553 km"
https://bikroy.com/en/ad/toyota-noah-non-hybrid-new-shape-2022-for-sale-khulna,"Tk 4,850,000",Toyota,Noah,2022,Reconditioned,Automatic,"Petrol, Octane","78,000 km"
https://bikroy.com/en/ad/toyota-esquire-petrol-octane-push-2020-for-sale-khulna,"Tk 4,200,000",Toyota,Esquire,2020,Reconditioned,Automatic,"Petrol, Octane","95,000 km"
https://bikroy.com/en/ad/toyota-premio-g-oil-run-new-shape-2017-for-sale-dhaka,"Tk 3,165,000",Toyota,Premio,2017,Used,Automatic,Octane,"91,182 km"
https://bikroy.com/en/ad/toyota-axio-ex-2020-for-sale-dhaka-181,"Tk 2,250,000",Toyota,Axio,2020,Reconditioned,Automatic,Hybrid,"64,000 km"
https://bikroy.com/en/ad/toyota-noah-x-2013-for-sale-dhaka-249,"Tk 2,435,000",Toyota,Noah,2013,Used,Automatic,"CNG, Octane","74,000 km"
https://bikroy.com/en/ad/toyota-prius-alpha-g-tou-sunroof-2020-for-sale-dhaka,"Tk 3,550,000",Toyota,Prius,2020,Reconditioned,Automatic,Hybrid,"55,047 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-moonroof-5-2022-for-sale-dhaka-1,"Tk 5,100,000",Toyota,Corolla Cross,2022,Reconditioned,Automatic,"Petrol, Hybrid, Octane","3,900 km"
