index,price,brand,model,year,condition,transmission,fuel_type,kilometers_run
849,4770000,toyota,hiace,2022,reconditioned,automatic,"petrol, octane",27894
850,2700000,toyota,prius,2020,reconditioned,automatic,hybrid,67000
851,3050000,toyota,prius,2020,reconditioned,automatic,"hybrid, octane",75000
852,2930000,toyota,prius,2018,reconditioned,automatic,"hybrid, octane",41855
853,1730000,honda,accord,2007,used,automatic,"octane, lpg",47532
854,240000,toyota,corolla,1993,used,automatic,"octane, lpg",80000
855,9500000,toyota,alphard,2019,reconditioned,automatic,"petrol, hybrid, octane",35500
856,6000000,toyota,harrier,2019,used,automatic,petrol,38000
857,4350000,proton,other model,2024,used,automatic,"petrol, hybrid, octane",7000
858,5199998,toyota,noah,2022,reconditioned,automatic,hybrid,37000
859,4400000,toyota,premio,2020,reconditioned,automatic,octane,14000
860,30500000,bmw,x7,2022,reconditioned,automatic,"petrol, octane",6500
861,11000000,bmw,7 series,2016,used,automatic,"petrol, hybrid, octane",8000
862,4500000,bmw,5 series,2012,used,automatic,diesel,63000
863,4240000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",70000
864,4900000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,21890
865,650000,nissan,navara,2004,used,automatic,"cng, octane",70000
866,1490000,hyundai,sonata,2012,used,automatic,octane,87542
867,2280000,toyota,noah,2010,used,automatic,"cng, octane",89000
868,2420000,toyota,fielder,2020,reconditioned,automatic,hybrid,89373
869,3100000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",55000
870,3160000,toyota,c-hr,2019,reconditioned,automatic,"petrol, hybrid, octane",80000
871,4950000,toyota,corolla cross,2023,reconditioned,automatic,"petrol, hybrid, octane",27206
872,3370000,toyota,corolla,2020,reconditioned,automatic,hybrid,31505
873,3760000,toyota,noah,2021,reconditioned,automatic,"petrol, octane",96440
874,4350000,mitsubishi,eclipse cross,2020,reconditioned,automatic,petrol,71222
875,4450000,mitsubishi,eclipse cross,2021,reconditioned,automatic,hybrid,76000
876,4300000,toyota,noah,2022,reconditioned,automatic,hybrid,50000
877,3750000,toyota,c-hr,2020,reconditioned,automatic,hybrid,36547
878,4650000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",86000
879,26500000,bmw,x6,2023,used,automatic,petrol,2500
880,3080000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",92000
881,4900000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,17890
882,41500000,mercedes-benz,s-class,2018,used,automatic,petrol,5000
883,4200000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",30100
884,8500000,mercedes-benz,e-class,2016,used,automatic,diesel,13000
885,3200000,toyota,c-hr,2019,reconditioned,automatic,"petrol, hybrid, octane",68178
886,3500000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",75487
887,3450000,toyota,voxy,2020,reconditioned,automatic,hybrid,86200
888,4150000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",71000
889,4755000,toyota,corolla cross,2023,reconditioned,automatic,"hybrid, octane",10900
890,3100000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",29000
891,6380000,honda,cr-v,2021,reconditioned,automatic,petrol,26000
892,4700000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,26000
893,4050000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",74100
894,795000,mitsubishi,lancer,1999,used,automatic,octane,97000
895,4510000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",39873
896,3540000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",52300
897,2650000,toyota,corolla,2020,reconditioned,automatic,"hybrid, octane",87500
898,4900000,toyota,corolla cross,2023,reconditioned,automatic,"petrol, hybrid, octane",27206
899,2450000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",89000
900,3120000,toyota,prius,2019,reconditioned,automatic,"petrol, hybrid, octane",72330
901,1960000,toyota,aqua,2020,reconditioned,automatic,hybrid,72632
902,4550000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",59928
903,4500000,mercedes-benz,e-class,2012,used,automatic,petrol,23541
904,3450000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",41367
906,3600000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",25237
907,3250000,toyota,other model,2020,reconditioned,automatic,"petrol, octane",60000
908,5700000,honda,cr-v,2020,reconditioned,automatic,"petrol, octane",37748
909,5900000,mercedes-benz,e-class,2013,used,automatic,"petrol, octane",31000
910,7800000,toyota,harrier,2022,reconditioned,automatic,"petrol, octane",45013
911,2800000,toyota,sienta,2020,reconditioned,automatic,"petrol, hybrid, octane",30013
912,2400000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",52739
913,4950000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,21355
914,2350000,toyota,axio,2020,reconditioned,automatic,hybrid,110000
915,3550000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",51000
916,7950000,toyota,harrier,2021,reconditioned,automatic,"petrol, octane",69145
917,5600000,toyota,noah,2023,reconditioned,automatic,"petrol, hybrid, octane",24023
918,3180000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",57000
919,4050000,toyota,premio,2020,reconditioned,automatic,octane,48341
920,4650000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,21000
921,3030000,toyota,corolla,2020,reconditioned,automatic,hybrid,57000
922,965000,toyota,probox,2011,used,automatic,"cng, octane",98748
923,8290000,toyota,harrier,2021,reconditioned,automatic,"hybrid, octane",10470
924,4030000,toyota,c-hr,2021,reconditioned,automatic,hybrid,57000
925,5500000,toyota,noah,2023,reconditioned,automatic,hybrid,19000
926,4190000,toyota,allion,2020,reconditioned,automatic,petrol,27600
927,3000000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",61000
928,4050000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",88000
929,3500000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",35000
930,2200000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",78000
931,3300000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",45210
932,3200000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",77200
933,3870000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",51120
934,3450000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",55012
935,5030000,toyota,corolla cross,2023,reconditioned,automatic,hybrid,51000
936,2050000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",98520
937,4700000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",15143
938,4000000,toyota,noah,2022,reconditioned,automatic,"hybrid, octane",87000
939,4600000,toyota,hiace,2021,reconditioned,automatic,"octane, lpg",91061
940,3480000,toyota,c-hr,2020,reconditioned,automatic,hybrid,67000
941,3250000,toyota,axio,2020,reconditioned,automatic,octane,14743
942,4050000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",69000
943,8200000,bmw,x1,2021,used,automatic,octane,13000
944,4445000,toyota,corolla cross,2021,reconditioned,automatic,"hybrid, octane",63000
945,4830000,toyota,corolla cross,2023,reconditioned,automatic,hybrid,24100
946,2385000,toyota,allion,2012,used,automatic,octane,54000
947,2145000,toyota,prius,2015,used,automatic,"hybrid, octane",80000
948,4190000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",84697
949,2950000,toyota,fielder,2019,reconditioned,automatic,"hybrid, octane",47111
950,3420000,toyota,esquire,2019,reconditioned,automatic,hybrid,33298
951,3430000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",83690
952,2340000,toyota,fielder,2020,reconditioned,automatic,hybrid,61235
953,4400000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",20832
954,2480000,toyota,fielder,2020,reconditioned,automatic,hybrid,80000
955,2480000,honda,vezel,2016,used,automatic,octane,54859
956,3800000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",450392
957,3350000,toyota,esquire,2020,reconditioned,automatic,hybrid,202000
958,7700000,toyota,harrier,2020,reconditioned,automatic,petrol,71000
959,4000000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",65412
960,4050000,toyota,premio,2020,reconditioned,automatic,octane,48733
961,1980000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",35900
962,6800000,toyota,harrier,2020,reconditioned,automatic,hybrid,118000
963,4850000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",15732
964,2250000,honda,grace,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",70000
965,1750000,toyota,rumion,2012,used,automatic,octane,72000
966,3150000,toyota,noah,2020,reconditioned,automatic,hybrid,71300
967,3450000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",58256
968,2260000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",111000
969,3210000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",45187
970,3870000,toyota,esquire,2020,reconditioned,automatic,"hybrid, octane",96000
971,2300000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",53245
972,4000000,toyota,c-hr,2021,reconditioned,automatic,"petrol, hybrid, octane",85000
973,3450000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",59673
974,2300000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",56123
975,3300000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",54237
976,3500000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",70000
977,2730000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",41239
978,3180000,toyota,corolla,2021,reconditioned,automatic,"hybrid, octane",93000
979,2820000,toyota,corolla,2020,reconditioned,automatic,hybrid,60479
980,2450000,toyota,axio,2020,reconditioned,automatic,hybrid,41234
981,4070000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",43884
982,3080000,toyota,noah,2020,reconditioned,automatic,hybrid,54687
983,3200000,toyota,hiace,2020,reconditioned,automatic,octane,59000
984,2650000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",57321
985,4080000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",39475
986,4240000,toyota,noah,2022,reconditioned,automatic,hybrid,49000
987,4290000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",78514
988,1880000,toyota,aqua,2020,reconditioned,automatic,hybrid,84548
989,2700000,toyota,prius,2020,reconditioned,automatic,hybrid,60000
990,2260000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",90500
991,3450000,toyota,yaris cross,2020,reconditioned,automatic,"petrol, octane",70000
992,3380000,toyota,noah,2019,reconditioned,automatic,"petrol, octane",49676
993,2250000,toyota,yaris,2020,reconditioned,automatic,hybrid,80000
994,3300000,toyota,prius,2020,reconditioned,automatic,hybrid,15000
995,2540000,toyota,corolla,2020,reconditioned,automatic,"hybrid, octane",92500
996,6210000,toyota,harrier,2020,used,automatic,"petrol, octane",60500
997,2100000,toyota,aqua,2020,reconditioned,automatic,hybrid,72100
998,3820000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",33000
999,2950000,toyota,prius,2019,used,automatic,"hybrid, octane",39264
1000,12500000,lexus,rx,2020,reconditioned,automatic,"petrol, octane",70000
1001,3000000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",84000
1002,2620000,toyota,axio,2020,reconditioned,automatic,petrol,52000
1003,9950000,toyota,alphard,2020,reconditioned,automatic,"petrol, hybrid, octane",58000
1004,3450000,toyota,noah,2020,reconditioned,automatic,petrol,103000
1005,3000000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",53000
1006,3840000,toyota,esquire,2021,reconditioned,automatic,hybrid,61320
1007,3650000,toyota,voxy,2021,reconditioned,automatic,hybrid,36381
1008,3750000,toyota,allion,2019,reconditioned,automatic,"petrol, octane",63000
1009,2850000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",42000
1010,13100000,toyota,crown,2022,reconditioned,automatic,hybrid,18097
1011,16500000,toyota,crown,2023,reconditioned,automatic,hybrid,1980
1012,7550000,toyota,crown,2021,reconditioned,automatic,hybrid,60060
1013,4300000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",65400
1014,3700000,toyota,noah,2022,reconditioned,automatic,petrol,59000
1015,3650000,toyota,voxy,2021,reconditioned,automatic,hybrid,87000
1016,16000000,bmw,i8,2016,used,automatic,"petrol, octane",2200
1017,3150000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",37448
1018,2840000,toyota,axio,2020,reconditioned,automatic,petrol,29008
1019,3770000,toyota,esquire,2020,reconditioned,automatic,hybrid,132000
1020,4350000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,12000
1021,8390000,toyota,harrier,2020,reconditioned,automatic,petrol,30000
1022,3780000,toyota,allion,2020,reconditioned,automatic,"petrol, octane",57000
1023,3000000,toyota,prius,2019,reconditioned,automatic,"petrol, hybrid, octane",98520
1024,4880000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,21000
1025,3280000,toyota,corolla,2020,reconditioned,automatic,hybrid,70000
1026,4950000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",18000
1027,3550000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",63000
1028,3000000,toyota,fielder,2021,reconditioned,automatic,"petrol, octane",83000
1029,2250000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",40000
1030,3000000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",68000
1031,3450000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",54820
1032,3580000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",44000
1033,4400000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",91000
1034,2850000,toyota,axio,2021,reconditioned,automatic,"petrol, octane",59000
1035,4700000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",17857
1036,11300000,toyota,alphard,2021,reconditioned,automatic,"petrol, hybrid, octane",45000
1037,3650000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",45620
1038,3000000,toyota,fielder,2021,reconditioned,automatic,"petrol, octane",89452
1039,3400000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",45623
1040,12900000,lexus,rx,2020,reconditioned,automatic,"petrol, octane",35000
1041,5000000,toyota,esquire,2021,reconditioned,automatic,"petrol, octane",41000
1042,3950000,honda,insight,2021,reconditioned,automatic,"petrol, hybrid, octane",92101
1043,3370000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",54000
1044,3500000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",47520
1045,3950000,toyota,esquire,2021,reconditioned,automatic,"petrol, hybrid, octane",59000
1046,3270000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",96000
1047,3720000,toyota,noah,2021,reconditioned,automatic,octane,103000
1048,4100000,toyota,corolla cross,2021,reconditioned,automatic,"hybrid, octane",125000
1049,2980000,toyota,voxy,2020,reconditioned,automatic,"hybrid, octane",56888
1050,3150000,toyota,corolla,2020,reconditioned,automatic,hybrid,25000
1051,4900000,toyota,corolla cross,2023,reconditioned,automatic,"petrol, hybrid, octane",9088
1052,3350000,toyota,hiace,2019,reconditioned,automatic,octane,114000
1053,11900000,toyota,aqua,2013,used,automatic,"hybrid, octane",120000
1054,3100000,toyota,prius,2020,reconditioned,automatic,"hybrid, octane",50451
1055,1050000,toyota,vitz,2012,used,automatic,octane,89000
1056,1200000,suzuki,other model,2018,reconditioned,automatic,"petrol, octane",74287
1057,3650000,toyota,esquire,2019,reconditioned,automatic,hybrid,35000
1058,2500000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",100000
1059,3300000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",58411
1060,3470000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",48234
1061,3510000,toyota,esquire,2019,reconditioned,automatic,"petrol, hybrid, octane",32720
1062,3200000,toyota,c-hr,2019,reconditioned,automatic,"petrol, hybrid, octane",31000
1063,3390000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",96540
1064,3450000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",50711
1065,3730000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",76655
1066,3550000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",85000
1067,3610000,toyota,yaris cross,2021,reconditioned,automatic,"petrol, hybrid, octane",56225
1068,4500000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",34000
1069,2000000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",47658
1070,3800000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",39000
1071,3080000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",89000
1072,6260000,mitsubishi,l200,2022,used,manual,diesel,18600
1073,3310000,toyota,yaris cross,2020,reconditioned,automatic,"hybrid, octane",91500
1074,3320000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",53000
1075,3700000,toyota,noah,2022,reconditioned,automatic,"hybrid, octane",38576
1076,3900000,honda,civic,2020,reconditioned,automatic,"petrol, octane",48000
1077,4600000,honda,vezel,2022,reconditioned,automatic,"petrol, hybrid, octane",70000
1078,2200000,toyota,axio,2020,reconditioned,automatic,hybrid,79273
1079,3700000,honda,civic,2020,reconditioned,automatic,"petrol, octane",49000
1080,3230000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",117809
1081,3450000,toyota,noah,2020,reconditioned,automatic,hybrid,76000
1082,2950000,toyota,prius,2019,reconditioned,automatic,"petrol, hybrid, octane",80000
1083,5450000,toyota,corolla cross,2024,reconditioned,automatic,"petrol, hybrid, octane",4
1084,4500000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",35278
1085,3400000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",65000
1086,3350000,toyota,c-hr,2021,reconditioned,automatic,"petrol, hybrid, octane",36400
1087,3400000,toyota,yaris cross,2021,reconditioned,automatic,hybrid,20000
1088,13900000,toyota,prado,2019,reconditioned,automatic,"petrol, octane",52000
1089,5300000,toyota,hiace,2023,reconditioned,automatic,octane,40000
1090,3700000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",83108
1091,2450000,honda,vezel,2016,used,automatic,octane,74218
1092,1880000,toyota,townace,2019,reconditioned,automatic,"petrol, octane",64397
1093,4450000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",27000
1094,2185000,toyota,premio,2012,used,automatic,"cng, octane",95800
1095,5590000,toyota,corolla cross,2024,reconditioned,automatic,hybrid,67
1096,2700000,toyota,fielder,2020,reconditioned,automatic,hybrid,65877
1097,5890000,toyota,corolla cross,2024,reconditioned,automatic,hybrid,78
1098,3900000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",67234
1099,4750000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",36356
1100,3420000,toyota,hiace,2020,reconditioned,automatic,"octane, other fuel type",90000
1101,3350000,toyota,noah,2020,reconditioned,automatic,"octane, other fuel type",85000
1102,3500000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",45000
1103,3400000,toyota,noah,2019,reconditioned,automatic,"petrol, hybrid, octane",59524
1104,3470000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",54333
1105,3780000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",96610
1106,3300000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",58200
1107,3100000,toyota,hiace,2022,reconditioned,automatic,petrol,94000
1108,3260000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",43658
1109,2400000,toyota,yaris,2020,reconditioned,automatic,"hybrid, octane",95000
1110,3800000,toyota,hiace,2020,reconditioned,automatic,petrol,71520
1112,4400000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",29609
1113,2150000,toyota,axio,2019,reconditioned,automatic,hybrid,52000
1114,3400000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",74508
1115,2900000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",57486
1116,2760000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, lpg, other fuel type",56000
1117,3380000,toyota,voxy,2020,reconditioned,automatic,hybrid,96234
1118,3590000,toyota,noah,2020,reconditioned,automatic,petrol,96000
1119,6350000,toyota,harrier,2020,reconditioned,automatic,octane,53722
1120,3200000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",77000
1121,2500000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",56000
1122,2000000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",84000
1123,4250000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",51000
1124,4230000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",49000
1125,3900000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",48125
1126,4780000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,24000
1127,4900000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,28000
1128,1595000,toyota,allion,2005,used,automatic,octane,68000
1129,4800000,toyota,hiace,2022,reconditioned,automatic,"petrol, octane",76000
1130,4700000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,20000
1131,2299000,nissan,x-trail,2013,used,automatic,octane,72800
1132,4840000,nissan,x-trail,2021,used,automatic,octane,29200
1133,2900000,toyota,noah,2020,reconditioned,automatic,hybrid,33287
1134,4300000,toyota,hiace,2020,reconditioned,automatic,"petrol, hybrid, octane",49567
1135,3800000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",61235
1136,4440000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,22000
1137,3820000,toyota,esquire,2020,reconditioned,automatic,hybrid,68857
1138,3950000,toyota,hiace,2019,reconditioned,automatic,"petrol, octane",32580
1139,3230000,toyota,voxy,2020,reconditioned,automatic,"hybrid, octane",116000
1140,2750000,toyota,axio,2020,reconditioned,automatic,octane,44663
1141,2180000,toyota,axio,2019,reconditioned,automatic,hybrid,47000
1142,3340000,toyota,c-hr,2020,reconditioned,automatic,"hybrid, octane",39000
1143,2600000,toyota,other model,2020,reconditioned,automatic,hybrid,65000
1144,3080000,toyota,yaris cross,2020,reconditioned,automatic,"hybrid, octane",91000
1145,2700000,toyota,fielder,2020,reconditioned,automatic,"petrol, octane",44339
1147,3850000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",35879
1148,13380000,lexus,rx,2021,reconditioned,automatic,octane,41940
1149,3170000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",61800
1152,5050000,toyota,corolla cross,2023,reconditioned,automatic,hybrid,31000
1153,4350000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",29000
1154,5800000,toyota,harrier,2020,reconditioned,automatic,"petrol, hybrid, octane",56847
1155,90000,toyota,corolla,1992,used,manual,"petrol, lpg",100820
1156,450000,tata,indigo,2019,used,manual,diesel,70000
1157,2400000,toyota,fielder,2020,reconditioned,automatic,hybrid,88366
1158,3580000,toyota,yaris cross,2021,reconditioned,automatic,"petrol, hybrid, octane",66452
1159,3170000,toyota,prius,2019,reconditioned,automatic,"hybrid, octane",84000
1160,3450000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",58745
1161,2560000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",57840
1162,3300000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",54786
1163,2200000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",54726
1164,1800000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",80000
1165,1900000,toyota,probox,2020,reconditioned,automatic,"petrol, hybrid, octane",75481
1166,2200000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",52487
1167,3800000,honda,vezel,2021,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",56000
1168,2550000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",53647
1169,3000000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",60000
1170,1800000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane, lpg",49513
1171,2150000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",69798
1172,2800000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",75425
1173,2260000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",56000
1174,2600000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",59000
1175,2150000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",67982
1176,5200000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",16120
1177,2800000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",61242
1178,3450000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",75421
1179,2150000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",75400
1180,2550000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane, lpg",59513
1181,4750000,toyota,esquire,2019,reconditioned,automatic,petrol,80000
1182,2750000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",67000
1183,5780000,honda,cr-v,2020,reconditioned,automatic,petrol,52000
1184,2500000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",74659
1185,3300000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane, lpg",64251
1186,2730000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",78458
1187,3300000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",40000
1188,3550000,toyota,noah,2021,reconditioned,automatic,petrol,61261
1189,1790000,toyota,axio,2014,used,automatic,"cng, octane",85000
1190,2440000,toyota,axio,2020,reconditioned,automatic,"hybrid, octane",43700
1191,4400000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,32000
1192,4450000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",53000
1193,3910000,toyota,noah,2022,reconditioned,automatic,"hybrid, octane",77000
1194,2300000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",62000
1195,3180000,toyota,prius,2020,reconditioned,automatic,"hybrid, octane",81000
1196,4150000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",66000
1197,4800000,toyota,corolla cross,2023,reconditioned,automatic,hybrid,9000
1198,4500000,toyota,hiace,2020,reconditioned,automatic,"octane, lpg",90000
1199,7050000,toyota,harrier,2020,reconditioned,automatic,"petrol, octane",97000
1200,3350000,toyota,prius,2021,reconditioned,automatic,hybrid,65629
1201,4180000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",68000
1202,9700000,bmw,x1,2022,reconditioned,automatic,octane,13867
1203,7040000,toyota,harrier,2020,reconditioned,automatic,hybrid,98000
1204,2350000,toyota,axio,2020,reconditioned,automatic,hybrid,57000
1205,1545000,toyota,rush,2009,used,automatic,"octane, lpg",65000
1206,3650000,toyota,esquire,2020,reconditioned,automatic,hybrid,79825
1207,1895000,toyota,noah,2010,used,automatic,"cng, octane",86000
1208,2630000,toyota,axio,2019,reconditioned,automatic,"octane, other fuel type",22445
1209,3640000,toyota,esquire,2019,reconditioned,automatic,"hybrid, octane",39000
1210,2440000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",123000
1211,1250000,suzuki,other model,2018,reconditioned,automatic,"octane, other fuel type",60000
1212,3390000,toyota,noah,2019,reconditioned,automatic,hybrid,88265
