index,price,brand,model,year,condition,transmission,fuel_type,kilometers_run
2462,5000000,toyota,noah,2021,reconditioned,automatic,"petrol, octane",38000
2463,4780000,toyota,esquire,2021,reconditioned,automatic,petrol,87000
2464,4100000,toyota,corolla cross,2021,reconditioned,automatic,hybrid,93000
2465,3750000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",78520
2466,4400000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",15121
2467,3600000,toyota,prius,2019,reconditioned,automatic,"hybrid, electric",73000
2468,3300000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",20700
2469,4550000,toyota,esquire,2020,reconditioned,automatic,"diesel, petrol",61000
2470,3250000,toyota,noah,2019,reconditioned,automatic,hybrid,95000
2471,3950000,toyota,esquire,2020,reconditioned,automatic,octane,51444
2472,4450000,toyota,hiace,2020,reconditioned,automatic,"cng, octane, lpg",75000
2473,3800000,toyota,noah,2020,reconditioned,automatic,octane,97000
2474,3050000,toyota,sienta,2020,reconditioned,automatic,octane,52000
2475,4400000,toyota,hiace,2020,reconditioned,automatic,octane,82612
2476,5000000,toyota,corolla cross,2023,reconditioned,automatic,hybrid,12000
2477,2950000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",43041
2478,3000000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",146000
2479,2700000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",56487
2480,3350000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",57878
2481,3300000,toyota,noah,2021,reconditioned,automatic,"petrol, hybrid, octane",47963
2482,2370000,toyota,fielder,2020,reconditioned,automatic,hybrid,89463
2483,3499999,toyota,noah,2020,reconditioned,automatic,hybrid,71548
2484,1490000,toyota,axio,2006,used,automatic,petrol,69000
2485,3600000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",33406
2486,2350000,toyota,axio,2020,reconditioned,automatic,hybrid,67000
2487,4400000,honda,insight,2020,reconditioned,automatic,"petrol, hybrid, octane",58100
2488,2700000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",45500
2489,4550000,toyota,voxy,2023,reconditioned,automatic,hybrid,29000
2490,3320000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",73456
2491,4640000,toyota,hiace,2022,reconditioned,automatic,"petrol, octane",31587
2492,2000000,hyundai,h1,2015,used,automatic,"petrol, octane",57412
2493,3950000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",98410
2494,3485000,toyota,prius,2021,reconditioned,automatic,hybrid,94457
2495,4550000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",53000
2496,2270000,toyota,aqua,2019,reconditioned,automatic,"petrol, hybrid, octane",46000
2497,2740000,toyota,axio,2020,reconditioned,automatic,petrol,64690
2498,2800000,toyota,fielder,2019,reconditioned,automatic,"petrol, hybrid, octane",47000
2499,3570000,toyota,yaris cross,2019,reconditioned,automatic,hybrid,25608
2500,1580000,honda,grace,2015,used,automatic,"hybrid, octane",90000
2501,4050000,toyota,premio,2020,used,automatic,octane,33300
2502,4900000,toyota,esquire,2021,reconditioned,automatic,octane,53776
2503,3430000,toyota,c-hr,2019,reconditioned,automatic,hybrid,31786
2504,6450000,toyota,harrier,2020,reconditioned,automatic,octane,55200
2505,4880000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,28654
2506,3600000,toyota,other model,2021,reconditioned,automatic,hybrid,123000
2507,4280000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",50150
2508,2590000,toyota,fielder,2019,reconditioned,automatic,"petrol, octane",190000
2509,2280000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",38500
2510,3990000,toyota,premio,2020,reconditioned,automatic,petrol,53000
2511,4650000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,25000
2512,3500000,toyota,yaris cross,2020,reconditioned,automatic,hybrid,67000
2513,3550000,toyota,premio,2019,reconditioned,automatic,"petrol, octane",69452
2514,4580000,toyota,voxy,2022,reconditioned,automatic,hybrid,51000
2515,4400000,honda,insight,2021,reconditioned,automatic,"petrol, hybrid, octane",32000
2516,10980000,toyota,alphard,2020,reconditioned,automatic,hybrid,5000
2517,4500000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",53000
2518,4550000,toyota,noah,2020,reconditioned,automatic,octane,83000
2519,5460000,toyota,corolla cross,2024,used,automatic,"petrol, hybrid, octane",7
2520,4490000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",64037
2521,2375000,toyota,premio,2012,used,automatic,petrol,72000
2522,4375000,toyota,cross,2021,used,automatic,hybrid,50400
2523,2700000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",69523
2524,4750000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",45126
2525,4580000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",16358
2526,4550000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",42156
2527,4450000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",18543
2528,4490000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",35982
2529,4750000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",52215
2530,3660000,toyota,noah,2021,reconditioned,automatic,"petrol, hybrid, octane",86070
2531,2700000,toyota,fielder,2019,reconditioned,automatic,"petrol, hybrid, octane",99120
2532,2400000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",66764
2533,3400000,toyota,noah,2021,reconditioned,automatic,"petrol, hybrid, octane",80885
2534,4300000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",83708
2536,1950000,toyota,aqua,2020,reconditioned,automatic,hybrid,89000
2537,5180000,toyota,noah,2023,reconditioned,automatic,"petrol, hybrid, octane",6617
2538,3800000,toyota,voxy,2020,reconditioned,automatic,hybrid,77208
2539,3270000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",22000
2540,3350000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",85000
2541,1990000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",87000
2542,3080000,toyota,noah,2021,reconditioned,automatic,hybrid,43442
2543,11000000,toyota,highlander,2022,used,automatic,"petrol, hybrid, octane",13200
2544,995000,mitsubishi,lancer,2011,used,automatic,octane,86598
2545,2550000,toyota,fielder,2020,reconditioned,automatic,"petrol, octane",48500
2546,4400000,toyota,noah,2022,reconditioned,automatic,hybrid,14000
2547,4900000,toyota,corolla cross,2023,reconditioned,automatic,"petrol, hybrid, octane",15000
2548,1495000,toyota,axio,2010,used,automatic,"cng, octane",100000
2549,1350000,toyota,corolla,2005,used,automatic,"petrol, cng",90000
2550,2740000,toyota,corolla,2019,reconditioned,automatic,"hybrid, octane",52000
2551,3500000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",55000
2552,11000000,toyota,alphard,2021,reconditioned,automatic,"hybrid, octane",43000
2553,420000,toyota,t100,1992,used,automatic,"cng, octane",367147
2554,3680000,toyota,esquire,2020,reconditioned,automatic,"hybrid, octane",62515
2555,4050000,toyota,premio,2020,reconditioned,automatic,hybrid,48555
2556,2350000,toyota,axio,2020,reconditioned,automatic,hybrid,114725
2557,2350000,toyota,axio,2020,reconditioned,automatic,hybrid,114768
2558,2480000,toyota,axio,2020,reconditioned,automatic,hybrid,91000
2559,3700000,toyota,premio,2019,reconditioned,automatic,octane,87000
2560,4750000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",29000
2561,4560000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",80500
2562,3750000,toyota,noah,2018,reconditioned,automatic,octane,51000
2563,2420000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",123009
2564,4550000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",32375
2565,2400000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",65234
2566,32000000,toyota,corolla,2020,reconditioned,automatic,hybrid,36000
2567,3900000,toyota,hiace,2019,reconditioned,automatic,octane,57000
2568,4720000,toyota,corolla cross,2020,reconditioned,automatic,hybrid,71604
2569,3330000,toyota,noah,2020,reconditioned,automatic,hybrid,75000
2570,2410000,toyota,axio,2020,reconditioned,automatic,hybrid,75680
2571,4200000,toyota,noah,2022,reconditioned,automatic,"hybrid, octane",45130
2572,4720000,toyota,premio,2021,reconditioned,automatic,octane,31000
2573,3900000,toyota,hiace,2019,reconditioned,automatic,octane,70000
2574,3400000,toyota,noah,2021,reconditioned,automatic,"petrol, hybrid, octane",82788
2575,2550000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",84512
2576,3850000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",70482
2577,4700000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",63210
2578,3760000,toyota,noah,2021,reconditioned,automatic,"petrol, octane",80703
2579,3720000,toyota,noah,2021,reconditioned,automatic,"petrol, octane",72465
2580,4600000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",25360
2581,3500000,toyota,yaris cross,2020,reconditioned,automatic,"petrol, hybrid, octane",65000
2582,2890000,toyota,corolla,2020,used,automatic,"petrol, hybrid, octane",80000
2583,4280000,toyota,esquire,2021,reconditioned,automatic,hybrid,28000
2584,3150000,toyota,hiace,2020,reconditioned,automatic,petrol,99000
2585,2300000,toyota,axio,2020,reconditioned,automatic,hybrid,30000
2586,5150000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",7700
2588,4150000,toyota,esquire,2020,reconditioned,automatic,octane,55025
2589,2600000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",41000
2590,4100000,honda,insight,2020,reconditioned,automatic,hybrid,43125
2591,4450000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",47000
2592,3350000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",146000
2593,3100000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",71676
2594,3750000,toyota,prius,2021,reconditioned,automatic,hybrid,4000
2595,6390000,toyota,harrier,2020,reconditioned,automatic,octane,53876
2596,3980000,honda,insight,2020,reconditioned,automatic,"petrol, hybrid, octane",70000
2597,2300000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",39554
2598,2260000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",54000
2599,2780000,toyota,axio,2020,reconditioned,automatic,petrol,69000
2600,3780000,toyota,esquire,2020,reconditioned,automatic,hybrid,97520
2601,2900000,toyota,fielder,2021,reconditioned,automatic,hybrid,79000
2602,1280000,suzuki,ciaz,2016,used,automatic,octane,44537
2603,3400000,toyota,voxy,2020,reconditioned,automatic,"petrol, octane",62000
2604,5580000,nissan,x-trail,2019,reconditioned,automatic,"petrol, octane",21000
2605,4000000,toyota,esquire,2021,reconditioned,automatic,hybrid,90000
2606,4250000,toyota,corolla cross,2021,reconditioned,automatic,hybrid,49000
2607,8600000,toyota,harrier,2021,reconditioned,automatic,octane,19300
2608,3300000,toyota,noah,2020,reconditioned,automatic,hybrid,48000
2609,3390000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",86630
2610,4230000,honda,civic,2020,reconditioned,automatic,"petrol, octane",30000
2611,4400000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",42915
2612,4580000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",53343
2613,2770000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",53315
2614,3120000,toyota,corolla,2021,reconditioned,automatic,"petrol, hybrid, octane",66789
2615,3280000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",104000
2616,850000,mitsubishi,glx,2012,used,automatic,"petrol, octane",95000
2617,16300000,toyota,prado,2021,reconditioned,automatic,octane,24876
2618,3080000,toyota,prius,2020,reconditioned,automatic,hybrid,58526
2619,3600000,toyota,esquire,2020,reconditioned,automatic,hybrid,37000
2620,3450000,toyota,c-hr,2020,reconditioned,automatic,hybrid,31000
2621,3550000,toyota,noah,2020,reconditioned,automatic,octane,96570
2622,4600000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",56800
2623,3350000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",66000
2624,3800000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",85000
2625,4870000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",59000
2626,2800000,toyota,corolla,2020,reconditioned,automatic,hybrid,96000
2627,3390000,toyota,corolla,2021,reconditioned,automatic,hybrid,58000
2628,2980000,toyota,prius,2019,reconditioned,automatic,hybrid,65214
2629,3080000,toyota,noah,2021,reconditioned,automatic,"petrol, hybrid, octane",72000
2630,3250000,toyota,noah,2021,reconditioned,automatic,hybrid,2021
2631,4500000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",61404
2632,3650000,toyota,noah,2020,reconditioned,automatic,hybrid,36000
2633,3350000,toyota,esquire,2018,used,automatic,"hybrid, octane",29294
2634,3700000,toyota,noah,2021,reconditioned,automatic,octane,136000
2635,4620000,toyota,corolla cross,2022,reconditioned,automatic,"hybrid, octane",54840
2636,1460000,toyota,noah,2006,used,automatic,"octane, lpg",123000
2637,790000,toyota,platz,2000,used,automatic,"cng, octane",130000
2638,1350000,toyota,rav4,2005,used,automatic,petrol,75000
2639,5550000,toyota,corolla cross,2024,reconditioned,automatic,hybrid,4
2640,3350000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",30000
2641,4250000,honda,civic,2020,reconditioned,automatic,"petrol, octane",14264
2642,1795000,toyota,premio,2007,used,automatic,"cng, octane",59689
2643,2649900,toyota,corolla,2020,reconditioned,automatic,hybrid,37390
2644,3800000,toyota,allion,2020,reconditioned,automatic,"petrol, octane",49800
2645,3400000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",40000
2646,3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,69445
2647,3375000,toyota,hiace,2020,reconditioned,automatic,octane,45606
2648,2830000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",45253
2649,3020000,toyota,axio,2020,reconditioned,automatic,octane,36555
2650,2995000,toyota,axio,2020,reconditioned,automatic,octane,16245
2651,4850000,toyota,premio,2021,reconditioned,automatic,octane,27886
2652,3020000,toyota,axio,2020,reconditioned,automatic,octane,32000
2653,2980000,toyota,axio,2020,reconditioned,automatic,octane,92631
2654,3130000,toyota,axio,2021,reconditioned,automatic,octane,37821
2655,3150000,toyota,corolla,2020,reconditioned,automatic,"hybrid, octane",48263
2656,5550000,toyota,corolla cross,2024,reconditioned,automatic,"hybrid, octane",1464
2657,3270000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",128000
2658,3250000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",47002
2659,3450000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",97400
2660,2240000,toyota,axio,2019,reconditioned,automatic,hybrid,47200
2661,4950000,toyota,corolla cross,2023,reconditioned,automatic,hybrid,9712
2662,2380000,toyota,axio,2020,reconditioned,automatic,hybrid,45218
2663,3645000,toyota,c-hr,2020,reconditioned,automatic,"hybrid, octane",65000
2664,1160000,toyota,corolla,2004,used,automatic,"octane, lpg",80000
2665,2700000,toyota,axio,2020,reconditioned,automatic,hybrid,84193
2666,7250000,toyota,camry,2021,reconditioned,automatic,hybrid,40057
2667,2080000,nissan,x-trail,2015,used,automatic,"hybrid, octane",59000
2668,3200000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",73000
2669,3100000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",22576
2670,2750000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",60000
2671,3820000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",56721
