price,brand,model,year,condition,transmission,fuel_type,kilometers_run,age,km_per_year
4850000,toyota,noah,2022,reconditioned,automatic,hybrid,18000,3,6000.0
1770000,toyota,premio,2007,used,automatic,"cng, octane",86000,18,4777.777777777777
1195000,toyota,fielder,2004,used,automatic,"cng, octane",89000,21,4238.0952380952385
1150000,toyota,corolla,2005,used,automatic,"cng, octane",98000,20,4900.0
2050000,toyota,premio,2010,used,automatic,"cng, octane",76000,15,5066.666666666667
2480000,toyota,allion,2015,used,automatic,octane,52000,10,5200.0
950000,toyota,noah,2003,used,automatic,"cng, octane",98000,22,4454.545454545455
3350000,mitsubishi,x-pander,2021,used,automatic,octane,32000,4,8000.0
2090000,mitsubishi,pajero,2004,used,automatic,octane,75000,21,3571.4285714285716
2245000,toyota,allion,2012,used,automatic,"octane, lpg",55000,13,4230.7692307692305
3550000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",77590,5,15518.0
3540000,toyota,esquire,2019,reconditioned,automatic,hybrid,33879,6,5646.5
3340000,toyota,noah,2019,reconditioned,automatic,octane,125000,6,20833.333333333332
3580000,toyota,noah,2020,reconditioned,automatic,hybrid,70289,5,14057.8
3630000,toyota,esquire,2019,reconditioned,automatic,hybrid,75984,6,12664.0
2120000,toyota,aqua,2020,reconditioned,automatic,"hybrid, octane",80011,5,16002.2
2630000,toyota,axio,2019,reconditioned,automatic,octane,22333,6,3722.1666666666665
3750000,toyota,esquire,2020,reconditioned,automatic,"hybrid, octane",79111,5,15822.2
2420000,toyota,axio,2020,reconditioned,automatic,hybrid,89356,5,17871.2
4100000,toyota,allion,2019,reconditioned,automatic,"petrol, octane",37000,6,6166.666666666667
2420000,toyota,axio,2020,reconditioned,automatic,hybrid,83270,5,16654.0
3100000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",53000,5,10600.0
2400000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",61458,5,12291.6
3350000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",47100,5,9420.0
4950000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",53946,3,17982.0
2900000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",59612,5,11922.4
3100000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",43310,5,8662.0
4500000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",34725,5,6945.0
2350000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",53723,5,10744.6
2850000,toyota,axio,2019,reconditioned,automatic,"petrol, octane",79000,6,13166.666666666666
3770000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",93440,5,18688.0
3680000,toyota,noah,2021,reconditioned,automatic,"petrol, octane",76345,4,19086.25
2660000,toyota,axio,2019,reconditioned,automatic,"petrol, octane",95310,6,15885.0
4810000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",54000,3,18000.0
4450000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",52545,5,10509.0
3450000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",84114,5,16822.8
3550000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",16000,5,3200.0
4520000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",22978,4,5744.5
4500000,toyota,esquire,2019,reconditioned,automatic,"petrol, hybrid, octane",32000,6,5333.333333333333
4120000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",51789,5,10357.8
3380000,toyota,premio,2018,used,automatic,octane,56000,7,8000.0
3850000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",22358,5,4471.6
3200000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",70392,5,14078.4
5400000,honda,cr-v,2020,reconditioned,automatic,hybrid,54000,5,10800.0
3700000,honda,civic,2020,reconditioned,automatic,"petrol, octane",43000,5,8600.0
3600000,honda,civic,2020,reconditioned,automatic,"petrol, octane",48000,5,9600.0
2600000,toyota,corolla,2020,reconditioned,automatic,hybrid,73400,5,14680.0
3080000,toyota,esquire,2018,used,automatic,"hybrid, octane",55601,7,7943.0
4400000,honda,vezel,2021,reconditioned,automatic,hybrid,60000,4,15000.0
3570000,toyota,esquire,2020,reconditioned,automatic,hybrid,93370,5,18674.0
2220000,kia,sportage,2014,used,automatic,"petrol, octane",38541,11,3503.7272727272725
4280000,toyota,corolla cross,2021,reconditioned,automatic,hybrid,59000,4,14750.0
3950000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",91000,5,18200.0
3050000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",91578,5,18315.6
2670000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",62000,5,12400.0
2950000,toyota,axio,2021,reconditioned,automatic,"hybrid, octane",39695,4,9923.75
2849999,toyota,fielder,2021,reconditioned,automatic,hybrid,66000,4,16500.0
3090000,toyota,corolla,2020,reconditioned,automatic,"hybrid, octane",62000,5,12400.0
4100000,toyota,premio,2020,reconditioned,automatic,hybrid,48000,5,9600.0
4550000,toyota,corolla cross,2022,reconditioned,automatic,"hybrid, octane",17000,3,5666.666666666667
3200000,toyota,corolla,2020,reconditioned,automatic,hybrid,37000,5,7400.0
2470000,toyota,axio,2020,reconditioned,automatic,"hybrid, octane",71121,5,14224.2
4350000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",57550,5,11510.0
3460000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",92220,5,18444.0
3150000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",57420,5,11484.0
3850000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",41250,5,8250.0
4370000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",51000,5,10200.0
4350000,toyota,esquire,2019,reconditioned,automatic,"petrol, octane",30470,6,5078.333333333333
2650000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",89000,5,17800.0
2260000,toyota,fielder,2020,reconditioned,automatic,hybrid,60000,5,12000.0
3200000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",70000,5,14000.0
3000000,toyota,yaris cross,2020,reconditioned,automatic,hybrid,70000,5,14000.0
3150000,toyota,yaris cross,2020,reconditioned,automatic,"hybrid, octane",94500,5,18900.0
2300000,toyota,axio,2020,reconditioned,automatic,hybrid,76000,5,15200.0
3500000,toyota,esquire,2020,reconditioned,automatic,hybrid,93000,5,18600.0
2700000,toyota,corolla,2020,reconditioned,automatic,"hybrid, octane",70000,5,14000.0
3100000,toyota,yaris cross,2020,reconditioned,automatic,hybrid,60000,5,12000.0
2950000,toyota,corolla,2020,reconditioned,automatic,"hybrid, octane",87000,5,17400.0
1700000,toyota,aqua,2020,reconditioned,automatic,"hybrid, octane",85000,5,17000.0
4000000,honda,vezel,2021,reconditioned,automatic,hybrid,60000,4,15000.0
2460000,toyota,axio,2020,reconditioned,automatic,"hybrid, octane",89000,5,17800.0
2740000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",55203,5,11040.6
2950000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",87000,5,17400.0
2820000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",40345,5,8069.0
4100000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",73000,5,14600.0
4670000,toyota,premio,2021,reconditioned,automatic,petrol,48000,4,12000.0
4350000,toyota,allion,2020,reconditioned,automatic,"petrol, octane",27000,5,5400.0
5600000,toyota,noah,2023,reconditioned,automatic,hybrid,36000,2,18000.0
4170000,toyota,allion,2020,reconditioned,automatic,petrol,3000,5,600.0
3400000,suzuki,jimny,2020,reconditioned,automatic,octane,55000,5,11000.0
1795000,toyota,premio,2005,used,automatic,"octane, lpg",26000,20,1300.0
2080000,toyota,axio,2019,used,automatic,"hybrid, octane",72117,6,12019.5
2350000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",84550,5,16910.0
4250000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",12000,4,3000.0
3300000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",54100,5,10820.0
2950000,toyota,corolla,2020,reconditioned,automatic,hybrid,25000,5,5000.0
3920000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",53893,5,10778.6
3430000,toyota,esquire,2019,reconditioned,automatic,"hybrid, octane",35121,6,5853.5
1920000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",43000,5,8600.0
2690000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",72000,5,14400.0
4400000,mazda,mx-5,2019,reconditioned,automatic,"petrol, octane",46585,6,7764.166666666667
2250000,honda,grace,2020,reconditioned,automatic,"petrol, hybrid, octane",42000,5,8400.0
2550000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",90000,5,18000.0
4250000,toyota,allion,2020,reconditioned,automatic,"petrol, octane",2000,5,400.0
4080000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",65400,3,21800.0
3000000,toyota,prius,2019,reconditioned,automatic,"petrol, hybrid, octane",55000,6,9166.666666666666
4150000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",35000,4,8750.0
4800000,hyundai,tucson,2023,used,automatic,octane,8391,2,4195.5
3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,97142,5,19428.4
3480000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",73000,5,14600.0
3245000,toyota,premio,2017,used,automatic,octane,58000,8,7250.0
2260000,toyota,fielder,2020,reconditioned,automatic,hybrid,111000,5,22200.0
4800000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",16000,3,5333.333333333333
5400000,toyota,camry,2020,reconditioned,automatic,hybrid,65400,5,13080.0
2980000,toyota,prius,2019,used,automatic,"hybrid, octane",67728,6,11288.0
3050000,toyota,prius,2019,reconditioned,automatic,hybrid,45872,6,7645.333333333333
3850000,toyota,c-hr,2021,reconditioned,automatic,hybrid,57000,4,14250.0
5150000,toyota,rav4,2020,reconditioned,automatic,"petrol, hybrid, octane",61247,5,12249.4
3540000,honda,insight,2021,reconditioned,automatic,hybrid,110000,4,27500.0
3900000,toyota,esquire,2020,reconditioned,automatic,hybrid,77425,5,15485.0
3190000,toyota,prius,2019,reconditioned,automatic,hybrid,65214,6,10869.0
1075000,toyota,x assista,2005,used,automatic,"cng, octane",76352,20,3817.6
4700000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,64000,3,21333.333333333332
3500000,honda,insight,2021,reconditioned,automatic,hybrid,110677,4,27669.25
3389999,toyota,voxy,2020,reconditioned,automatic,hybrid,93000,5,18600.0
3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,97234,5,19446.8
3480000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",68000,5,13600.0
2570000,toyota,corolla,2020,reconditioned,automatic,hybrid,59878,5,11975.6
3710000,toyota,esquire,2020,reconditioned,manual,"petrol, hybrid",51236,5,10247.2
2850000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",56354,5,11270.8
3500000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",9589,5,1917.8
3170000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",34000,5,6800.0
3250000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",52000,5,10400.0
3800000,toyota,esquire,2020,reconditioned,automatic,hybrid,90000,5,18000.0
3220000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",51000,5,10200.0
2580000,toyota,axio,2019,reconditioned,automatic,hybrid,64000,6,10666.666666666666
3350000,toyota,esquire,2018,used,automatic,"hybrid, octane",29400,7,4200.0
3450000,toyota,noah,2020,reconditioned,automatic,hybrid,78442,5,15688.4
3640000,toyota,esquire,2019,reconditioned,automatic,hybrid,70354,6,11725.666666666666
1645000,nissan,bluebird,2012,used,automatic,"octane, lpg",91500,13,7038.461538461538
1895000,honda,vezel,2016,used,automatic,"hybrid, octane",49000,9,5444.444444444444
4450000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",83000,5,16600.0
3310000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",91450,5,18290.0
3600000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",39000,5,7800.0
3900000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",53896,5,10779.2
2300000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",55327,5,11065.4
4500000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",59000,5,11800.0
4850000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",68970,5,13794.0
3520000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",93219,5,18643.8
3250000,toyota,prius,2020,reconditioned,automatic,hybrid,117000,5,23400.0
3550000,toyota,fielder,2021,reconditioned,automatic,"petrol, hybrid, octane",42100,4,10525.0
3750000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",61452,5,12290.4
4350000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",100697,5,20139.4
1750000,honda,jazz,2017,used,automatic,octane,45126,8,5640.75
2400000,toyota,fielder,2020,used,automatic,hybrid,126000,5,25200.0
2490000,toyota,fielder,2020,reconditioned,automatic,hybrid,88000,5,17600.0
4950000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,28356,3,9452.0
4350000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,27654,3,9218.0
4350000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,27042,3,9014.0
4900000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,28000,3,9333.333333333334
4500000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",34736,3,11578.666666666666
2150000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",65000,5,13000.0
2430000,toyota,axio,2020,reconditioned,automatic,hybrid,110000,5,22000.0
4890000,toyota,voxy,2022,reconditioned,automatic,"hybrid, octane",58700,3,19566.666666666668
1750000,mitsubishi,outlandar,2010,used,automatic,octane,91000,15,6066.666666666667
2100000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",30000,5,6000.0
4450000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",43000,5,8600.0
3680000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",28800,5,5760.0
4350000,toyota,esquire,2019,reconditioned,automatic,"petrol, octane",30400,6,5066.666666666667
3500000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",45621,5,9124.2
4850000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",62000,5,12400.0
2920000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",64000,5,12800.0
4600000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",42000,5,8400.0
4200000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",49000,5,9800.0
4600000,toyota,hiace,2020,reconditioned,automatic,octane,36000,5,7200.0
3700000,toyota,esquire,2020,reconditioned,automatic,hybrid,127000,5,25400.0
1745000,honda,grace,2014,used,automatic,"hybrid, octane",62000,11,5636.363636363636
1245000,nissan,bluebird,2006,used,automatic,octane,91800,19,4831.578947368421
3600000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",78100,5,15620.0
2450000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",81642,5,16328.4
3550000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",121000,5,24200.0
4050000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",91490,5,18298.0
4770000,toyota,hiace,2022,reconditioned,automatic,"petrol, octane",27894,3,9298.0
2700000,toyota,prius,2020,reconditioned,automatic,hybrid,67000,5,13400.0
3050000,toyota,prius,2020,reconditioned,automatic,"hybrid, octane",75000,5,15000.0
2930000,toyota,prius,2018,reconditioned,automatic,"hybrid, octane",41855,7,5979.285714285715
1730000,honda,accord,2007,used,automatic,"octane, lpg",47532,18,2640.6666666666665
6000000,toyota,harrier,2019,used,automatic,petrol,38000,6,6333.333333333333
5199998,toyota,noah,2022,reconditioned,automatic,hybrid,37000,3,12333.333333333334
4400000,toyota,premio,2020,reconditioned,automatic,octane,14000,5,2800.0
4500000,bmw,5 series,2012,used,automatic,diesel,63000,13,4846.153846153846
4240000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",70000,5,14000.0
4900000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,21890,3,7296.666666666667
1490000,hyundai,sonata,2012,used,automatic,octane,87542,13,6734.0
2280000,toyota,noah,2010,used,automatic,"cng, octane",89000,15,5933.333333333333
2420000,toyota,fielder,2020,reconditioned,automatic,hybrid,89373,5,17874.6
3100000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",55000,5,11000.0
3160000,toyota,c-hr,2019,reconditioned,automatic,"petrol, hybrid, octane",80000,6,13333.333333333334
4950000,toyota,corolla cross,2023,reconditioned,automatic,"petrol, hybrid, octane",27206,2,13603.0
3370000,toyota,corolla,2020,reconditioned,automatic,hybrid,31505,5,6301.0
3760000,toyota,noah,2021,reconditioned,automatic,"petrol, octane",96440,4,24110.0
4350000,mitsubishi,eclipse cross,2020,reconditioned,automatic,petrol,71222,5,14244.4
4450000,mitsubishi,eclipse cross,2021,reconditioned,automatic,hybrid,76000,4,19000.0
4300000,toyota,noah,2022,reconditioned,automatic,hybrid,50000,3,16666.666666666668
3750000,toyota,c-hr,2020,reconditioned,automatic,hybrid,36547,5,7309.4
4650000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",86000,4,21500.0
3080000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",92000,5,18400.0
4900000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,17890,3,5963.333333333333
4200000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",30100,5,6020.0
3200000,toyota,c-hr,2019,reconditioned,automatic,"petrol, hybrid, octane",68178,6,11363.0
3500000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",75487,5,15097.4
3450000,toyota,voxy,2020,reconditioned,automatic,hybrid,86200,5,17240.0
4150000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",71000,5,14200.0
4755000,toyota,corolla cross,2023,reconditioned,automatic,"hybrid, octane",10900,2,5450.0
3100000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",29000,5,5800.0
4700000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,26000,3,8666.666666666666
4050000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",74100,5,14820.0
795000,mitsubishi,lancer,1999,used,automatic,octane,97000,26,3730.769230769231
4510000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",39873,5,7974.6
3540000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",52300,5,10460.0
2650000,toyota,corolla,2020,reconditioned,automatic,"hybrid, octane",87500,5,17500.0
4900000,toyota,corolla cross,2023,reconditioned,automatic,"petrol, hybrid, octane",27206,2,13603.0
2450000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",89000,5,17800.0
3120000,toyota,prius,2019,reconditioned,automatic,"petrol, hybrid, octane",72330,6,12055.0
1960000,toyota,aqua,2020,reconditioned,automatic,hybrid,72632,5,14526.4
4550000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",59928,5,11985.6
4500000,mercedes-benz,e-class,2012,used,automatic,petrol,23541,13,1810.8461538461538
3450000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",41367,5,8273.4
3600000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",25237,5,5047.4
5700000,honda,cr-v,2020,reconditioned,automatic,"petrol, octane",37748,5,7549.6
5900000,mercedes-benz,e-class,2013,used,automatic,"petrol, octane",31000,12,2583.3333333333335
2800000,toyota,sienta,2020,reconditioned,automatic,"petrol, hybrid, octane",30013,5,6002.6
2400000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",52739,5,10547.8
4950000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,21355,3,7118.333333333333
2350000,toyota,axio,2020,reconditioned,automatic,hybrid,110000,5,22000.0
3550000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",51000,5,10200.0
5600000,toyota,noah,2023,reconditioned,automatic,"petrol, hybrid, octane",24023,2,12011.5
3180000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",57000,5,11400.0
4050000,toyota,premio,2020,reconditioned,automatic,octane,48341,5,9668.2
4650000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,21000,3,7000.0
3030000,toyota,corolla,2020,reconditioned,automatic,hybrid,57000,5,11400.0
965000,toyota,probox,2011,used,automatic,"cng, octane",98748,14,7053.428571428572
4030000,toyota,c-hr,2021,reconditioned,automatic,hybrid,57000,4,14250.0
5500000,toyota,noah,2023,reconditioned,automatic,hybrid,19000,2,9500.0
4190000,toyota,allion,2020,reconditioned,automatic,petrol,27600,5,5520.0
3000000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",61000,5,12200.0
4050000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",88000,5,17600.0
3500000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",35000,5,7000.0
2200000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",78000,5,15600.0
3300000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",45210,5,9042.0
3200000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",77200,5,15440.0
3870000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",51120,5,10224.0
3450000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",55012,5,11002.4
5030000,toyota,corolla cross,2023,reconditioned,automatic,hybrid,51000,2,25500.0
2050000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",98520,5,19704.0
4700000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",15143,3,5047.666666666667
4000000,toyota,noah,2022,reconditioned,automatic,"hybrid, octane",87000,3,29000.0
4600000,toyota,hiace,2021,reconditioned,automatic,"octane, lpg",91061,4,22765.25
3480000,toyota,c-hr,2020,reconditioned,automatic,hybrid,67000,5,13400.0
3250000,toyota,axio,2020,reconditioned,automatic,octane,14743,5,2948.6
4050000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",69000,5,13800.0
4445000,toyota,corolla cross,2021,reconditioned,automatic,"hybrid, octane",63000,4,15750.0
4830000,toyota,corolla cross,2023,reconditioned,automatic,hybrid,24100,2,12050.0
2385000,toyota,allion,2012,used,automatic,octane,54000,13,4153.846153846154
2145000,toyota,prius,2015,used,automatic,"hybrid, octane",80000,10,8000.0
4190000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",84697,5,16939.4
2950000,toyota,fielder,2019,reconditioned,automatic,"hybrid, octane",47111,6,7851.833333333333
3420000,toyota,esquire,2019,reconditioned,automatic,hybrid,33298,6,5549.666666666667
3430000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",83690,5,16738.0
2340000,toyota,fielder,2020,reconditioned,automatic,hybrid,61235,5,12247.0
4400000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",20832,5,4166.4
2480000,toyota,fielder,2020,reconditioned,automatic,hybrid,80000,5,16000.0
2480000,honda,vezel,2016,used,automatic,octane,54859,9,6095.444444444444
4000000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",65412,4,16353.0
4050000,toyota,premio,2020,reconditioned,automatic,octane,48733,5,9746.6
1980000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",35900,5,7180.0
4850000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",15732,4,3933.0
2250000,honda,grace,2020,reconditioned,automatic,"petrol, hybrid, octane",70000,5,14000.0
1750000,toyota,rumion,2012,used,automatic,octane,72000,13,5538.461538461538
3150000,toyota,noah,2020,reconditioned,automatic,hybrid,71300,5,14260.0
3450000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",58256,5,11651.2
2260000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",111000,5,22200.0
3210000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",45187,5,9037.4
3870000,toyota,esquire,2020,reconditioned,automatic,"hybrid, octane",96000,5,19200.0
2300000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",53245,5,10649.0
4000000,toyota,c-hr,2021,reconditioned,automatic,"petrol, hybrid, octane",85000,4,21250.0
3450000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",59673,5,11934.6
2300000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",56123,5,11224.6
3300000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",54237,5,10847.4
3500000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",70000,5,14000.0
2730000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",41239,5,8247.8
3180000,toyota,corolla,2021,reconditioned,automatic,"hybrid, octane",93000,4,23250.0
2820000,toyota,corolla,2020,reconditioned,automatic,hybrid,60479,5,12095.8
2450000,toyota,axio,2020,reconditioned,automatic,hybrid,41234,5,8246.8
4070000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",43884,5,8776.8
3080000,toyota,noah,2020,reconditioned,automatic,hybrid,54687,5,10937.4
3200000,toyota,hiace,2020,reconditioned,automatic,octane,59000,5,11800.0
2650000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",57321,5,11464.2
4080000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",39475,5,7895.0
4240000,toyota,noah,2022,reconditioned,automatic,hybrid,49000,3,16333.333333333334
4290000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",78514,5,15702.8
1880000,toyota,aqua,2020,reconditioned,automatic,hybrid,84548,5,16909.6
2700000,toyota,prius,2020,reconditioned,automatic,hybrid,60000,5,12000.0
2260000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",90500,5,18100.0
3450000,toyota,yaris cross,2020,reconditioned,automatic,"petrol, octane",70000,5,14000.0
3380000,toyota,noah,2019,reconditioned,automatic,"petrol, octane",49676,6,8279.333333333334
2250000,toyota,yaris,2020,reconditioned,automatic,hybrid,80000,5,16000.0
3300000,toyota,prius,2020,reconditioned,automatic,hybrid,15000,5,3000.0
2540000,toyota,corolla,2020,reconditioned,automatic,"hybrid, octane",92500,5,18500.0
2100000,toyota,aqua,2020,reconditioned,automatic,hybrid,72100,5,14420.0
3820000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",33000,5,6600.0
2950000,toyota,prius,2019,used,automatic,"hybrid, octane",39264,6,6544.0
3000000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",84000,5,16800.0
2620000,toyota,axio,2020,reconditioned,automatic,petrol,52000,5,10400.0
3450000,toyota,noah,2020,reconditioned,automatic,petrol,103000,5,20600.0
3000000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",53000,5,10600.0
3840000,toyota,esquire,2021,reconditioned,automatic,hybrid,61320,4,15330.0
3650000,toyota,voxy,2021,reconditioned,automatic,hybrid,36381,4,9095.25
3750000,toyota,allion,2019,reconditioned,automatic,"petrol, octane",63000,6,10500.0
2850000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",42000,5,8400.0
4300000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",65400,4,16350.0
3700000,toyota,noah,2022,reconditioned,automatic,petrol,59000,3,19666.666666666668
3650000,toyota,voxy,2021,reconditioned,automatic,hybrid,87000,4,21750.0
3150000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",37448,5,7489.6
