price,brand,model,year,condition,transmission,fuel_type,kilometers_run,age,km_per_year
3000000,toyota,yaris cross,2020,reconditioned,automatic,"hybrid, octane",68000,5,13600.0
4570000,toyota,voxy,2022,reconditioned,automatic,"petrol, hybrid, octane",31000,3,10333.333333333334
3050000,toyota,corolla,2020,reconditioned,automatic,hybrid,69000,5,13800.0
2540000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",67455,5,13491.0
3650000,toyota,yaris cross,2021,reconditioned,automatic,"petrol, hybrid, octane",51000,4,12750.0
2950000,toyota,axio,2020,reconditioned,automatic,hybrid,30000,5,6000.0
3750000,toyota,prius,2021,reconditioned,automatic,hybrid,4087,4,1021.75
1730000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",35495,5,7099.0
2830000,toyota,hiace,2020,reconditioned,automatic,octane,80000,5,16000.0
3400000,toyota,c-hr,2019,reconditioned,automatic,hybrid,31092,6,5182.0
3380000,toyota,noah,2021,reconditioned,automatic,hybrid,83000,4,20750.0
2450000,toyota,axio,2020,reconditioned,automatic,petrol,68945,5,13789.0
3350000,toyota,noah,2020,reconditioned,automatic,hybrid,77564,5,15512.8
4130000,toyota,hiace,2020,reconditioned,automatic,petrol,47000,5,9400.0
4360000,toyota,premio,2019,reconditioned,automatic,petrol,46000,6,7666.666666666667
3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,62890,5,12578.0
3690000,toyota,noah,2020,reconditioned,automatic,hybrid,78546,5,15709.2
4450000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",15100,3,5033.333333333333
4730000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",24000,5,4800.0
4320000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,37000,3,12333.333333333334
2280000,toyota,allion,2012,used,automatic,"petrol, octane",80000,13,6153.846153846154
4250000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",69000,5,13800.0
3800000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",33000,5,6600.0
2700000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",79520,5,15904.0
3500000,toyota,allion,2020,reconditioned,automatic,"petrol, octane",75210,5,15042.0
2850000,toyota,fielder,2019,reconditioned,automatic,"petrol, hybrid, octane",58000,6,9666.666666666666
4530000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",62000,5,12400.0
3100000,toyota,fielder,2019,reconditioned,automatic,"petrol, octane",78520,6,13086.666666666666
4620000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",11500,4,2875.0
4400000,toyota,esquire,2020,reconditioned,automatic,hybrid,23000,5,4600.0
3700000,toyota,c-hr,2020,reconditioned,automatic,hybrid,65000,5,13000.0
3250000,toyota,noah,2020,reconditioned,automatic,hybrid,98000,5,19600.0
3400000,toyota,esquire,2020,reconditioned,automatic,hybrid,71507,5,14301.4
1295000,toyota,rush,2006,used,automatic,"octane, lpg",67000,19,3526.315789473684
4100000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",46126,5,9225.2
4000000,toyota,esquire,2021,reconditioned,automatic,"petrol, hybrid, octane",80000,4,20000.0
2570000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",79500,5,15900.0
3750000,toyota,noah,2021,reconditioned,automatic,"petrol, octane",85000,4,21250.0
3690000,toyota,yaris cross,2021,reconditioned,automatic,"petrol, hybrid, octane",32000,4,8000.0
3250000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",64000,5,12800.0
2450000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",113000,5,22600.0
3150000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",71000,5,14200.0
3500000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",75000,5,15000.0
4050000,toyota,premio,2020,reconditioned,automatic,petrol,48236,5,9647.2
4320000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",30964,5,6192.8
4350000,toyota,allion,2019,reconditioned,automatic,octane,35000,6,5833.333333333333
3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,63879,5,12775.8
3100000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",68745,5,13749.0
2500000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",75845,5,15169.0
3050000,toyota,corolla,2020,reconditioned,automatic,hybrid,45682,5,9136.4
4190000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",91000,4,22750.0
4550000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",51000,5,10200.0
3320000,toyota,noah,2020,reconditioned,automatic,hybrid,77300,5,15460.0
4790000,toyota,premio,2021,reconditioned,automatic,petrol,14425,4,3606.25
2350000,toyota,fielder,2019,reconditioned,automatic,hybrid,130000,6,21666.666666666668
4130000,toyota,premio,2019,reconditioned,automatic,"petrol, hybrid, octane",25300,6,4216.666666666667
4100000,toyota,allion,2019,reconditioned,automatic,"petrol, octane",42100,6,7016.666666666667
4200000,toyota,corolla cross,2021,reconditioned,automatic,hybrid,88000,4,22000.0
4600000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",29000,3,9666.666666666666
3920000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",85000,5,17000.0
4600000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",8000,5,1600.0
2400000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",82000,5,16400.0
4120000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",58000,5,11600.0
4430000,toyota,esquire,2020,reconditioned,automatic,hybrid,34000,5,6800.0
3750000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",131000,5,26200.0
2030000,toyota,premio,2010,used,automatic,"cng, octane",69000,15,4600.0
1900000,toyota,hiace,2008,used,automatic,"cng, octane",89000,17,5235.294117647059
3250000,toyota,hiace,2017,used,automatic,"cng, octane",69000,8,8625.0
1670000,toyota,axio,2013,used,automatic,octane,65000,12,5416.666666666667
1820000,toyota,fielder,2012,used,automatic,"cng, octane",59000,13,4538.461538461538
1850000,honda,vezel,2014,used,automatic,"cng, octane",59000,11,5363.636363636364
1350000,toyota,axio,2009,used,automatic,"cng, octane",87000,16,5437.5
830000,toyota,ist,2003,used,automatic,"cng, octane",89000,22,4045.4545454545455
1150000,toyota,corolla,2004,used,automatic,"cng, octane",87000,21,4142.857142857143
1430000,toyota,allion,2006,used,automatic,"cng, octane",89000,19,4684.210526315789
1530000,toyota,allion,2005,used,automatic,"cng, octane",82000,20,4100.0
3400000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",70946,4,17736.5
5950000,toyota,camry,2020,reconditioned,automatic,hybrid,2500,5,500.0
3460000,toyota,hiace,2022,reconditioned,automatic,"petrol, octane",72966,3,24322.0
2950000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",84610,5,16922.0
4880000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,27062,3,9020.666666666666
3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,69370,5,13874.0
4900000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,27000,3,9000.0
2300000,toyota,axio,2020,reconditioned,automatic,hybrid,114986,5,22997.2
1950000,toyota,axio,2015,used,automatic,octane,46000,10,4600.0
3500000,honda,insight,2019,used,automatic,"hybrid, octane",69000,6,11500.0
2320000,toyota,fielder,2020,reconditioned,automatic,hybrid,47022,5,9404.4
4830000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",9500,3,3166.6666666666665
4650000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,28000,3,9333.333333333334
3000000,toyota,voxy,2020,reconditioned,automatic,hybrid,56000,5,11200.0
2145000,nissan,x-trail,2016,used,automatic,"hybrid, octane",52000,9,5777.777777777777
2000000,toyota,aqua,2020,reconditioned,automatic,hybrid,78240,5,15648.0
4150000,toyota,premio,2019,reconditioned,automatic,"petrol, octane",61000,6,10166.666666666666
3800000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",86000,5,17200.0
4250000,toyota,esquire,2021,reconditioned,automatic,"petrol, hybrid, octane",52000,4,13000.0
3230000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",70713,5,14142.6
4900000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",44597,4,11149.25
3420000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",99111,5,19822.2
2595000,dfsk,glory i-auto,2022,used,automatic,octane,21900,3,7300.0
3730000,toyota,esquire,2020,reconditioned,automatic,hybrid,64789,5,12957.8
4060000,toyota,esquire,2020,reconditioned,automatic,hybrid,76859,5,15371.8
2780000,toyota,axio,2019,reconditioned,automatic,"petrol, hybrid, octane",41000,6,6833.333333333333
2480000,toyota,sienta,2020,reconditioned,automatic,hybrid,64533,5,12906.6
3520000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",82000,5,16400.0
3320000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",23233,5,4646.6
3550000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",88465,5,17693.0
3750000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",69103,5,13820.6
2240000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",80000,5,16000.0
2550000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",33000,5,6600.0
3270000,toyota,corolla,2021,reconditioned,automatic,"petrol, hybrid, octane",40000,4,10000.0
3250000,toyota,corolla,2021,reconditioned,automatic,"petrol, hybrid, octane",10000,4,2500.0
4290000,mazda,mx-5,2019,reconditioned,automatic,octane,23169,6,3861.5
3400000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, lpg",84000,5,16800.0
2950000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",42500,5,8500.0
3950000,toyota,esquire,2021,reconditioned,automatic,"petrol, hybrid, octane",60000,4,15000.0
2280000,toyota,yaris,2020,reconditioned,automatic,"hybrid, octane",40555,5,8111.0
3880000,toyota,allion,2020,reconditioned,automatic,octane,95734,5,19146.8
2800000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",75471,5,15094.2
2450000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",55000,5,11000.0
2690000,toyota,axio,2020,reconditioned,automatic,hybrid,59000,5,11800.0
3600000,toyota,noah,2020,reconditioned,automatic,hybrid,130000,5,26000.0
3300000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",88360,5,17672.0
1330000,toyota,corolla,2006,used,automatic,"cng, octane",97000,19,5105.263157894737
3070000,toyota,noah,2020,reconditioned,automatic,hybrid,80265,5,16053.0
2790000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",93572,5,18714.4
3550000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",77308,5,15461.6
3420000,toyota,esquire,2019,reconditioned,automatic,hybrid,33189,6,5531.5
2600000,toyota,axio,2020,reconditioned,automatic,hybrid,72000,5,14400.0
2575000,dfsk,glory i-auto,2022,used,automatic,octane,22150,3,7383.333333333333
2400000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",93553,5,18710.6
3200000,toyota,prius,2019,reconditioned,automatic,"petrol, hybrid, octane",72046,6,12007.666666666666
3200000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",84369,5,16873.8
4530000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",22978,4,5744.5
2340000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",97810,5,19562.0
2290000,toyota,axio,2020,reconditioned,automatic,"hybrid, octane",93000,5,18600.0
4260000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",43125,5,8625.0
2980000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",100874,5,20174.8
4850000,toyota,noah,2023,reconditioned,automatic,"petrol, hybrid, octane",15427,2,7713.5
3660000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",40063,5,8012.6
4280000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",70869,5,14173.8
4370000,toyota,noah,2022,reconditioned,automatic,hybrid,19860,3,6620.0
5300000,toyota,corolla cross,2024,reconditioned,automatic,"petrol, hybrid, octane",1150,1,1150.0
4780000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",18888,3,6296.0
4150000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",99854,5,19970.8
2800000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",65000,5,13000.0
3700000,honda,insight,2019,reconditioned,automatic,hybrid,63711,6,10618.5
1730000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",58734,5,11746.8
2220000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",90200,5,18040.0
4800000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",21000,3,7000.0
2900000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",75840,5,15168.0
3100000,mitsubishi,x-pander,2020,used,automatic,octane,60000,5,12000.0
3450000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",54500,5,10900.0
2780000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",80472,5,16094.4
4370000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",97310,5,19462.0
3400000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",63124,5,12624.8
5800000,honda,cr-v,2022,used,automatic,"petrol, octane",22000,3,7333.333333333333
3400000,toyota,noah,2021,reconditioned,automatic,"petrol, hybrid, octane",73000,4,18250.0
5700000,toyota,voxy,2022,reconditioned,automatic,"petrol, hybrid, octane",12013,3,4004.3333333333335
1820000,toyota,aqua,2019,reconditioned,automatic,"petrol, hybrid, octane",97000,6,16166.666666666666
3130000,toyota,prius,2020,reconditioned,automatic,"hybrid, octane",110000,5,22000.0
4320000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",30964,5,6192.8
1330000,toyota,axio,2008,used,automatic,"cng, octane",89856,17,5285.64705882353
2400000,toyota,fielder,2020,reconditioned,automatic,hybrid,88225,5,17645.0
4080000,honda,insight,2020,reconditioned,automatic,"petrol, hybrid, octane",61948,5,12389.6
4400000,toyota,hiace,2021,reconditioned,automatic,octane,54000,4,13500.0
3750000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",41123,5,8224.6
2540000,toyota,axio,2021,reconditioned,automatic,"petrol, hybrid, octane",93553,4,23388.25
4850000,toyota,noah,2022,reconditioned,automatic,"petrol, octane",78000,3,26000.0
4200000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",95000,5,19000.0
3165000,toyota,premio,2017,used,automatic,octane,91182,8,11397.75
2250000,toyota,axio,2020,reconditioned,automatic,hybrid,64000,5,12800.0
2435000,toyota,noah,2013,used,automatic,"cng, octane",74000,12,6166.666666666667
3550000,toyota,prius,2020,reconditioned,automatic,hybrid,55047,5,11009.4
5100000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",3900,3,1300.0
4250000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",12000,4,3000.0
5000000,honda,insight,2022,reconditioned,automatic,"petrol, hybrid, octane",29000,3,9666.666666666666
5230000,toyota,corolla cross,2023,reconditioned,automatic,"petrol, hybrid, octane",40000,2,20000.0
4150000,toyota,harrier,2014,used,automatic,"petrol, octane",53000,11,4818.181818181818
3650000,toyota,noah,2021,reconditioned,automatic,octane,95067,4,23766.75
3680000,toyota,noah,2021,reconditioned,automatic,octane,107345,4,26836.25
2900000,toyota,axio,2020,reconditioned,automatic,"diesel, petrol, octane",104000,5,20800.0
1950000,toyota,aqua,2020,reconditioned,automatic,hybrid,65300,5,13060.0
1580000,toyota,premio,2005,used,automatic,octane,73000,20,3650.0
2850000,toyota,axio,2021,reconditioned,automatic,"petrol, hybrid, octane",57000,4,14250.0
4070000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",45046,5,9009.2
1420000,toyota,ist,2010,used,automatic,octane,85800,15,5720.0
3750000,toyota,esquire,2020,reconditioned,automatic,hybrid,65821,5,13164.2
3730000,toyota,esquire,2019,reconditioned,automatic,"petrol, hybrid, octane",72000,6,12000.0
3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,69355,5,13871.0
4180000,toyota,esquire,2021,reconditioned,automatic,"petrol, hybrid, octane",37069,4,9267.25
4300000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",17970,3,5990.0
3295000,toyota,esquire,2016,used,automatic,"octane, lpg",65000,9,7222.222222222223
2350000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",78703,5,15740.6
4590000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,50000,3,16666.666666666668
4420000,toyota,corolla cross,2022,used,automatic,"hybrid, octane",21000,3,7000.0
5000000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",80000,3,26666.666666666668
3570000,toyota,prius,2020,reconditioned,automatic,hybrid,9500,5,1900.0
3500000,honda,insight,2020,reconditioned,automatic,"petrol, hybrid, octane",78000,5,15600.0
3930000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",38208,5,7641.6
2450000,toyota,prius,2018,used,automatic,"hybrid, octane",42332,7,6047.428571428572
3900000,toyota,premio,2019,reconditioned,automatic,"petrol, octane",25000,6,4166.666666666667
3180000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",77000,5,15400.0
2750000,toyota,fielder,2020,reconditioned,automatic,hybrid,29739,5,5947.8
4220000,toyota,esquire,2020,reconditioned,automatic,hybrid,70000,5,14000.0
2550000,toyota,axio,2020,reconditioned,automatic,hybrid,65000,5,13000.0
4400000,toyota,esquire,2021,reconditioned,automatic,octane,50227,4,12556.75
3430000,toyota,noah,2021,reconditioned,automatic,hybrid,78361,4,19590.25
3500000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",70000,5,14000.0
2550000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",67167,5,13433.4
2880000,toyota,prius,2018,reconditioned,automatic,"hybrid, octane",73124,7,10446.285714285714
4000000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",37830,3,12610.0
4400000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",100000,4,25000.0
2690000,toyota,axio,2020,reconditioned,automatic,hybrid,51000,5,10200.0
4630000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",17473,3,5824.333333333333
2780000,toyota,allion,2016,used,automatic,octane,57000,9,6333.333333333333
5900000,honda,cr-v,2019,reconditioned,automatic,"petrol, octane",26122,6,4353.666666666667
4700000,toyota,corolla cross,2022,reconditioned,automatic,"hybrid, octane",46555,3,15518.333333333334
1630000,toyota,axio,2012,used,automatic,"octane, lpg",89000,13,6846.153846153846
1480000,toyota,premio,2005,used,automatic,"cng, octane",99000,20,4950.0
3270000,toyota,hiace,2020,reconditioned,automatic,octane,85000,5,17000.0
4400000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",14140,3,4713.333333333333
3030000,toyota,noah,2019,reconditioned,automatic,"petrol, hybrid, octane",100399,6,16733.166666666668
3750000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",28000,5,5600.0
4600000,honda,civic,2020,reconditioned,automatic,"petrol, octane",85000,5,17000.0
4400000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",47014,4,11753.5
3400000,toyota,prius,2020,reconditioned,automatic,hybrid,15000,5,3000.0
3200000,toyota,yaris cross,2020,reconditioned,automatic,"hybrid, octane",70000,5,14000.0
2950000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",69500,5,13900.0
2200000,toyota,aqua,2020,reconditioned,automatic,hybrid,65107,5,13021.4
3050000,toyota,axio,2021,reconditioned,automatic,octane,30235,4,7558.75
3500000,toyota,yaris,2020,reconditioned,automatic,hybrid,62640,5,12528.0
2800000,toyota,sienna,2020,reconditioned,automatic,"petrol, hybrid, octane",80000,5,16000.0
1150000,toyota,noah,2006,used,automatic,"cng, octane",91000,19,4789.473684210527
3680000,toyota,noah,2021,reconditioned,automatic,octane,95765,4,23941.25
2150000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",75840,5,15168.0
3630000,toyota,noah,2020,reconditioned,automatic,hybrid,61200,5,12240.0
4730000,toyota,noah,2022,reconditioned,automatic,hybrid,36000,3,12000.0
4300000,toyota,hiace,2020,reconditioned,automatic,"petrol, hybrid, octane",57000,5,11400.0
3320000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",90000,5,18000.0
2550000,toyota,axio,2020,reconditioned,automatic,"hybrid, octane",60666,5,12133.2
3530000,toyota,noah,2021,reconditioned,automatic,"hybrid, octane",80001,4,20000.25
4350000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",70542,4,17635.5
4910000,toyota,voxy,2022,reconditioned,automatic,"petrol, hybrid, octane",31728,3,10576.0
3200000,toyota,yaris cross,2020,reconditioned,automatic,hybrid,70000,5,14000.0
2450000,toyota,sienta,2020,reconditioned,automatic,hybrid,70000,5,14000.0
3750000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",77408,5,15481.6
3200000,toyota,c-hr,2019,reconditioned,automatic,"petrol, hybrid, octane",4512,6,752.0
5900000,honda,cr-v,2020,reconditioned,automatic,"petrol, octane",68000,5,13600.0
2430000,toyota,fielder,2020,reconditioned,automatic,hybrid,123111,5,24622.2
4250000,honda,civic,2020,reconditioned,automatic,octane,40540,5,8108.0
3930000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",75000,5,15000.0
2850000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",60000,5,12000.0
5590000,toyota,noah,2023,reconditioned,automatic,"petrol, hybrid, octane",2000,2,1000.0
3800000,honda,insight,2020,reconditioned,automatic,hybrid,56000,5,11200.0
3380000,toyota,noah,2019,reconditioned,automatic,hybrid,90000,6,15000.0
3220000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",69000,5,13800.0
4350000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",41000,3,13666.666666666666
3650000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",83000,5,16600.0
4620000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",17960,4,4490.0
2280000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",43125,5,8625.0
2640000,toyota,axio,2020,reconditioned,automatic,hybrid,77000,5,15400.0
2660000,toyota,axio,2020,reconditioned,automatic,hybrid,58000,5,11600.0
3650000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",62014,5,12402.8
2490000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",108000,5,21600.0
3550000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",95000,5,19000.0
4100000,honda,civic,2020,reconditioned,automatic,"petrol, octane",14000,5,2800.0
4400000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",50000,5,10000.0
2550000,toyota,axio,2020,reconditioned,automatic,"hybrid, octane",47666,5,9533.2
2400000,toyota,fielder,2020,reconditioned,automatic,hybrid,70329,5,14065.8
3460000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",58439,5,11687.8
3750000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",68638,5,13727.6
3950000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",72894,5,14578.8
3380000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",93610,5,18722.0
3340000,toyota,prius,2021,reconditioned,automatic,hybrid,67000,4,16750.0
2770000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",81605,5,16321.0
3430000,toyota,noah,2020,reconditioned,automatic,hybrid,61324,5,12264.8
3240000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",87421,5,17484.2
2390000,toyota,fielder,2020,reconditioned,automatic,hybrid,86846,5,17369.2
4020000,toyota,esquire,2021,reconditioned,automatic,"petrol, hybrid, octane",90500,4,22625.0
3800000,toyota,esquire,2019,reconditioned,automatic,"petrol, octane",116309,6,19384.833333333332
3650000,toyota,yaris cross,2021,reconditioned,automatic,"petrol, hybrid, octane",70668,4,17667.0
2220000,toyota,axio,2020,reconditioned,manual,hybrid,79856,5,15971.2
3300000,toyota,prius,2019,reconditioned,automatic,hybrid,86000,6,14333.333333333334
4900000,toyota,voxy,2023,reconditioned,automatic,"petrol, hybrid, octane",10000,2,5000.0
2820000,toyota,sienta,2020,reconditioned,automatic,hybrid,41000,5,8200.0
4600000,toyota,harrier,2014,used,automatic,"petrol, octane",52000,11,4727.272727272727
4500000,haval,h6,2022,used,automatic,"petrol, octane",5000,3,1666.6666666666667
3550000,toyota,noah,2020,reconditioned,automatic,octane,96345,5,19269.0
3550000,toyota,noah,2020,reconditioned,automatic,octane,96988,5,19397.6
2950000,toyota,axio,2020,reconditioned,automatic,petrol,105000,5,21000.0
4520000,toyota,esquire,2019,reconditioned,automatic,petrol,46000,6,7666.666666666667
2750000,toyota,axio,2020,reconditioned,automatic,petrol,63200,5,12640.0
4350000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",10400,4,2600.0
5100000,toyota,corolla cross,2023,reconditioned,automatic,hybrid,18000,2,9000.0
3700000,toyota,allion,2020,reconditioned,automatic,octane,46555,5,9311.0
3000000,toyota,prius,2020,reconditioned,automatic,hybrid,61000,5,12200.0
4370000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",44127,5,8825.4
3360000,toyota,noah,2020,reconditioned,automatic,hybrid,75498,5,15099.6
5020000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",18192,3,6064.0
3250000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",14000,5,2800.0
3900000,nissan,x-trail,2020,reconditioned,automatic,"petrol, hybrid, octane",55458,5,11091.6
4480000,toyota,premio,2020,reconditioned,automatic,"diesel, petrol",73000,5,14600.0
3350000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",52684,5,10536.8
3000000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",74000,5,14800.0
2150000,toyota,sienta,2020,reconditioned,automatic,"petrol, hybrid, octane",69500,5,13900.0
3330000,toyota,noah,2020,reconditioned,automatic,hybrid,82690,5,16538.0
3770000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",42000,5,8400.0
3550000,toyota,noah,2020,reconditioned,automatic,octane,96074,5,19214.8
4780000,toyota,noah,2022,reconditioned,automatic,hybrid,52800,3,17600.0
3500000,toyota,noah,2021,reconditioned,automatic,"petrol, octane",70810,4,17702.5
3580000,toyota,yaris cross,2021,reconditioned,automatic,"petrol, hybrid, octane",62400,4,15600.0
3650000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",52013,5,10402.6
2800000,toyota,axio,2019,reconditioned,automatic,"petrol, octane",100800,6,16800.0
4370000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",90700,5,18140.0
2200000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",49858,5,9971.6
2780000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",83000,5,16600.0
4790000,toyota,voxy,2022,reconditioned,automatic,"hybrid, octane",31200,3,10400.0
4750000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,33000,3,11000.0
2000000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",91000,5,18200.0
3550000,toyota,corolla,2021,reconditioned,automatic,"petrol, hybrid, octane",24080,4,6020.0
3200000,toyota,prius,2020,reconditioned,automatic,hybrid,81000,5,16200.0
3150000,mitsubishi,x-pander,2021,used,automatic,octane,22541,4,5635.25
